subj,metric,time_ms,beta_uV
s23,A,-60.0,-0.16632272975275575
s23,A,-40.0,0.062376239148907275
s23,A,-20.0,0.23314783566296707
s23,A,0.0,0.2799510382998579
s23,I,-200.0,0.09029431394810516
s23,I,-180.0,0.13816847020880857
s23,I,-160.0,0.055135480176726766
s23,I,-140.0,0.013225342063596407
s23,I,-120.0,0.0437123048293842
s23,I,-100.0,-0.15769623436104707
s23,I,-80.0,-0.20681681137708607
s23,I,-60.0,-0.09601797630944431
s23,I,-40.0,0.00440416384979108
s23,I,-20.0,0.0486286841196312
s23,I,0.0,0.1482269915771002
s24,G,-200.0,0.1688574526324335
s24,G,-180.0,0.22445402549358098
s24,G,-160.0,0.09373211457733432
s24,G,-140.0,0.07568522948194292
s24,G,-120.0,0.1776259230519583
s24,G,-100.0,0.034910004254720614
s24,G,-80.0,-0.13109064388954134
s24,G,-60.0,-0.25092881679814205
s24,G,-40.0,-0.24076277518506983
s24,G,-20.0,-0.0897592521180567
s24,G,0.0,-0.11389241299099745
s24,A,-200.0,-0.05874973060935677
s24,A,-180.0,-0.10983886418174374
s24,A,-160.0,0.020860527161707165
s24,A,-140.0,-0.025841803969836784
s24,A,-120.0,-0.12277904720889474
s24,A,-100.0,-0.013967862766055812
s24,A,-80.0,0.021053387305619797
s24,A,-60.0,0.12191715466972962
s24,A,-40.0,0.19938769680020035
s24,A,-20.0,0.008940456126256845
s24,A,0.0,-0.04397467869067079
s24,I,-200.0,-0.08096913089816361
s24,I,-180.0,-0.11070071919718596
s24,I,-160.0,-0.1523009784127857
s24,I,-140.0,-0.0015602900920370782
s24,I,-120.0,0.1282464237411208
s24,I,-100.0,0.03564640233819191
s24,I,-80.0,0.005026649951297181
s24,I,-60.0,-0.07214015830979126
s24,I,-40.0,-0.00890029555329562
s24,I,-20.0,0.12823468823962147
s24,I,0.0,0.2242988099391441
s25,G,-200.0,0.0018682191704436774
s25,G,-180.0,0.006055073491480947
s25,G,-160.0,0.01655803088969402
s25,G,-140.0,-0.06575158117913407
s25,G,-120.0,-0.10906182436553906
s25,G,-100.0,-0.05903974531905797
s25,G,-80.0,0.042183570553070975
s25,G,-60.0,0.10578319567152332
s25,G,-40.0,0.024443536222990808
s25,G,-20.0,0.02980709198132013
s25,G,0.0,1.8807227698498102e-05
s25,A,-200.0,0.08438656046940092
s25,A,-180.0,0.12101252267560805
s25,A,-160.0,-0.008703701832698862
s25,A,-140.0,-0.05157732555494407
s25,A,-120.0,0.057400046316060174
s25,A,-100.0,0.10534206757720771
s25,A,-80.0,0.08355659910077634
s25,A,-60.0,-0.07677801238116841
s25,A,-40.0,-0.16846699979829027
s25,A,-20.0,-0.1139492099934255
s25,A,0.0,-0.08896020172910157
s25,I,-200.0,-0.016193553615296924
s25,I,-180.0,-0.08502128548244653
s25,I,-160.0,0.05943629224843011
s25,I,-140.0,0.05521339041359666
s25,I,-120.0,-0.01968165933877554
s25,I,-100.0,-0.06919321475193765
s25,I,-80.0,-0.17593569408498322
s25,I,-60.0,-0.03851498469461333
s25,I,-40.0,0.2786401648445867
s25,I,-20.0,0.05944625998382853
s25,I,0.0,-0.015098556463440702
s26,G,-200.0,0.07751211152950566
s26,G,-180.0,0.2201496054373998
s26,G,-160.0,0.2268389875935871
s26,G,-140.0,0.2951168178877493
s26,G,-120.0,0.2128156698569255
s26,G,-100.0,-0.0713490714193621
s26,G,-80.0,-0.11123074612103576
s26,G,-60.0,0.0024617984056994127
s26,G,-40.0,-0.2646336841098842
s26,G,-20.0,-0.4409621713891117
s26,G,0.0,-0.23442696918208372
s26,A,-200.0,-0.027569764585323626
s26,A,-180.0,0.03688171459703302
s26,A,-160.0,0.07131881453033236
s26,A,-140.0,-0.07108641021917873
s26,A,-120.0,-0.04317988773514114
s26,A,-100.0,-0.030317409530304908
s26,A,-80.0,-0.0586198465933119
s26,A,-60.0,0.012560010653588985
s26,A,-40.0,0.06346219631937484
s26,A,-20.0,0.11866609608384149
s26,A,0.0,-0.27003247632684535
s26,I,-200.0,-0.015292843802632464
s26,I,-180.0,-0.11232445890529624
s26,I,-160.0,-0.2637890305916212
s26,I,-140.0,-0.11943277988155704
s26,I,-120.0,-0.09967337946418649
s26,I,-100.0,0.08875579280900966
s26,I,-80.0,0.0007669211274331199
s26,I,-60.0,-0.18486551161390227
s26,I,-40.0,0.015826340421343607
s26,I,-20.0,0.4106072313635515
s26,I,0.0,0.40589840832435925
s27,G,-200.0,0.025374428631713946
s27,G,-180.0,-0.0332304367093874
s27,G,-160.0,-0.06428072389752412
s27,G,-140.0,0.019275823069711574
s27,G,-120.0,-0.003540232155633076
s27,G,-100.0,-0.028564523508584048
s27,G,-80.0,0.10129259910929476
s27,G,-60.0,0.054083930076878076
s27,G,-40.0,-0.05720931507405176
s27,G,-20.0,-0.05458464681773886
s27,G,0.0,0.11583608508047682
s27,A,-200.0,-0.08400386236712568
s27,A,-180.0,-0.14645261907500337
s27,A,-160.0,-0.018098045636564856
s27,A,-140.0,0.05357760068911923
s27,A,-120.0,0.09466732481269513
s27,A,-100.0,0.0018164566191768775
s27,A,-80.0,-0.01300811700311168
s27,A,-60.0,0.04690527723909228
s27,A,-40.0,0.03871631715882163
s27,A,-20.0,0.03275312061292041
s27,A,0.0,0.02751653898581146
s27,I,-200.0,0.046671913378229526
s27,I,-180.0,0.11987237682403029
s27,I,-160.0,0.04977473727330539
s27,I,-140.0,-0.05595299663952529
s27,I,-120.0,-0.1182757892766639
s27,I,-100.0,0.033040920816796396
s27,I,-80.0,-0.001410284983429936
s27,I,-60.0,-0.11366638669574365
s27,I,-40.0,0.001402362566732894
s27,I,-20.0,0.06148867805124852
s27,I,0.0,-0.1942696441291285
s28,G,-200.0,-0.05102828012671943
s28,G,-180.0,-0.10548013439974553
s28,G,-160.0,-0.03391742294483451
s28,G,-140.0,-0.0029260126589129736
s28,G,-120.0,-0.023590471275302116
s28,G,-100.0,-8.419365948151777e-05
s28,G,-80.0,0.07753197831870991
s28,G,-60.0,0.06504049690872495
s28,G,-40.0,0.039292489386690874
s28,G,-20.0,-0.0026145185026221346
s28,G,0.0,0.09034015179091642
s28,A,-200.0,-0.007827170976981282
s28,A,-180.0,-0.09207692583539613
s28,A,-160.0,-0.04790748176851599
s28,A,-140.0,-0.08349403662116511
s28,A,-120.0,-0.08778704773351644
s28,A,-100.0,-0.014216820639998129
s28,A,-80.0,0.03366235001514668
s28,A,-60.0,0.07171136891882789
s28,A,-40.0,0.07361369240338264
s28,A,-20.0,0.1035342584453422
s28,A,0.0,0.043155967922337446
s28,I,-200.0,0.058918209033529526
s28,I,-180.0,0.34187307735696604
s28,I,-160.0,0.19587648172708277
s28,I,-140.0,-0.041221274111876094
s28,I,-120.0,-0.043970247127428
s28,I,-100.0,-0.029580464161797687
s28,I,-80.0,-0.08229133528284009
s28,I,-60.0,-0.17324741772780436
s28,I,-40.0,-0.10769756591825959
s28,I,-20.0,-0.0823807282984631
s28,I,0.0,0.053430166750967165
s29,G,-200.0,0.019950714279380298
s29,G,-180.0,-0.04958678051584945
s29,G,-160.0,-0.23256658549714837
s29,G,-140.0,-0.36455615804502234
s29,G,-120.0,-0.16518782107437657
s29,G,-100.0,0.14401312456303372
s29,G,-80.0,0.09443489129792838
s29,G,-60.0,0.07897413028430789
s29,G,-40.0,0.12027903562602713
s29,G,-20.0,0.20834868224520972
s29,G,0.0,0.296121423373922
s29,A,-200.0,-0.06699508296630127
s29,A,-180.0,-0.1265523380781327
s29,A,-160.0,-0.02248493427577697
s29,A,-140.0,0.00234711921447508
s29,A,-120.0,0.09499581335092974
s29,A,-100.0,-0.10257210856465085
s29,A,-80.0,0.014099771635499189
s29,A,-60.0,0.09876005760806227
s29,A,-40.0,-0.022814640409985164
s29,A,-20.0,0.10585374744229487
s29,A,0.0,-0.08583507593417664
s29,I,-200.0,-0.12977077692804728
s29,I,-180.0,0.008117587698204483
s29,I,-160.0,-0.031632646886809904
s29,I,-140.0,0.17211837011256464
s29,I,-120.0,-0.24865347574002217
s29,I,-100.0,-0.2834082223782776
s29,I,-80.0,-0.14137025781842785
s29,I,-60.0,0.09676548376625235
s29,I,-40.0,0.5443509186707952
s29,I,-20.0,0.06622910914204727
s29,I,0.0,0.0896467348291315
s30,G,-200.0,-0.15997185564127323
s30,G,-180.0,-0.20550439589557734
s30,G,-160.0,0.02910134217143536
s30,G,-140.0,-0.09507639995588187
s30,G,-120.0,-0.07636814886943423
s30,G,-100.0,0.1026184285300621
s30,G,-80.0,0.13376635781740742
s30,G,-60.0,0.14612554937248104
s30,G,-40.0,0.05803797925911685
s30,G,-20.0,0.03855829077916641
s30,G,0.0,0.12414658258271226
s30,A,-200.0,0.0036512838130832144
s30,A,-180.0,0.11539300017365334
s30,A,-160.0,0.1488008113792404
s30,A,-140.0,0.1551954891603992
s30,A,-120.0,-0.14375124658630822
s30,A,-100.0,0.010236880480850495
s30,A,-80.0,0.1339390936196268
s30,A,-60.0,-0.004715338411050041
s30,A,-40.0,-0.16091995912288282
s30,A,-20.0,-0.199038433017124
s30,A,0.0,-0.09254791209988822
s30,I,-200.0,0.10455051491305231
s30,I,-180.0,0.07177407477875082
s30,I,-160.0,-0.11174461299604156
s30,I,-140.0,-0.10587180520885262
s30,I,-120.0,0.4940367896155136
s30,I,-100.0,0.38319041207744203
s30,I,-80.0,-0.22414242662131006
s30,I,-60.0,-0.41932267727454153
s30,I,-40.0,-0.2028128205023992
s30,I,-20.0,0.017962338512351114
s30,I,0.0,-0.1569953128225925
