subj,stage,contrast,channel,beta_uV
s26,EditIntegration,Mouth,F5,-0.5891246787985746
s26,EditIntegration,Mouth,F3,-0.29971316834389466
s26,EditIntegration,Mouth,F1,-1.0673953847389837
s26,EditIntegration,Mouth,FZ,-1.1227133628348565
s26,EditIntegration,Mouth,F2,-0.5756471918424098
s26,EditIntegration,Mouth,F4,-0.28494526764905737
s26,EditIntegration,Mouth,F6,-0.24195366799069773
s26,EditIntegration,Mouth,F8,0.15365242341019417
s26,EditIntegration,Mouth,FT7,-0.04227177135821808
s26,EditIntegration,Mouth,FC5,0.029515493108059065
s26,EditIntegration,Mouth,FC3,-0.5930883529701182
s26,EditIntegration,Mouth,FC1,-0.8614099326041582
s26,EditIntegration,Mouth,FCZ,-0.6140035264263671
s26,EditIntegration,Mouth,FC2,-0.5176176752489576
s26,EditIntegration,Mouth,FC4,-0.5383852744611788
s26,EditIntegration,Mouth,FC6,0.12240448601710885
s26,EditIntegration,Mouth,FT8,-0.42377894714188924
s26,EditIntegration,Mouth,T7,0.5374018374279103
s26,EditIntegration,Mouth,C5,-0.02381536480159377
s26,EditIntegration,Mouth,C3,0.10304489130475114
s26,EditIntegration,Mouth,C1,-0.16485735257011971
s26,EditIntegration,Mouth,CZ,-0.008008141987821633
s26,EditIntegration,Mouth,C2,-0.06636491724445534
s26,EditIntegration,Mouth,C4,-0.18820834687824284
s26,EditIntegration,Mouth,C6,-0.5347293727978988
s26,EditIntegration,Mouth,T8,-0.17390182516713176
s26,EditIntegration,Mouth,M1,0.6537601711902643
s26,EditIntegration,Mouth,TP7,0.7616026741454587
s26,EditIntegration,Mouth,CP5,0.6938439236249824
s26,EditIntegration,Mouth,CP3,0.40553435781621716
s26,EditIntegration,Mouth,CP1,0.25066820720001143
s26,EditIntegration,Mouth,CPZ,-0.2720587533581308
s26,EditIntegration,Mouth,CP2,-0.5029414437188372
s26,EditIntegration,Mouth,CP4,0.014169789597019283
s26,EditIntegration,Mouth,CP6,-0.06798586467797686
s26,EditIntegration,Mouth,TP8,0.4587976101029169
s26,EditIntegration,Mouth,M2,0.6059065246666258
s26,EditIntegration,Mouth,P7,0.7261795637160491
s26,EditIntegration,Mouth,P5,0.8101922973079863
s26,EditIntegration,Mouth,P3,0.329472132938534
s26,EditIntegration,Mouth,P1,0.6649836285726165
s26,EditIntegration,Mouth,PZ,0.006876072618244716
s26,EditIntegration,Mouth,P2,0.2765091352722814
s26,EditIntegration,Mouth,P4,-0.18829627611941047
s26,EditIntegration,Mouth,P6,0.17280321175352129
s26,EditIntegration,Mouth,P8,0.2396425440974453
s26,EditIntegration,Mouth,PO7,0.30566764855149975
s26,EditIntegration,Mouth,PO5,0.2460424153903723
s26,EditIntegration,Mouth,PO3,0.21722404028522127
s26,EditIntegration,Mouth,POZ,0.5570992578822634
s26,EditIntegration,Mouth,PO4,0.2831270109505629
s26,EditIntegration,Mouth,PO6,0.6423717633569711
s26,EditIntegration,Mouth,PO8,0.6410338795928956
s26,EditIntegration,Mouth,CB1,1.0339043686137102
s26,EditIntegration,Mouth,O1,0.6146485947057938
s26,EditIntegration,Mouth,OZ,0.8489569314593755
s26,EditIntegration,Mouth,O2,0.4738488940608698
s26,EditIntegration,Mouth,CB2,0.7481663083122918
s26,EditIntegration,Skin,FP1,-0.9144914836377563
s26,EditIntegration,Skin,FPZ,-1.5370658350685247
s26,EditIntegration,Skin,FP2,-0.8518321775564635
s26,EditIntegration,Skin,AF3,-1.0672975989319038
s26,EditIntegration,Skin,AF4,-0.8695241332262876
s26,EditIntegration,Skin,F7,-0.9191512618886294
s26,EditIntegration,Skin,F5,-1.4252679976320133
s26,EditIntegration,Skin,F3,-1.149946936219393
s26,EditIntegration,Skin,F1,-1.0458277895260548
s26,EditIntegration,Skin,FZ,-0.5787154113039223
s26,EditIntegration,Skin,F2,-0.7924159490911108
s26,EditIntegration,Skin,F4,-0.7430035551265252
s26,EditIntegration,Skin,F6,-0.7316741474853298
s26,EditIntegration,Skin,F8,-0.22683898331564747
s26,EditIntegration,Skin,FT7,-0.5809002737694507
s26,EditIntegration,Skin,FC5,-1.2707830757389913
s26,EditIntegration,Skin,FC3,-1.0930052152667702
s26,EditIntegration,Skin,FC1,-1.237352392661765
s26,EditIntegration,Skin,FCZ,-0.5655218465893433
s26,EditIntegration,Skin,FC2,-0.8721168572701334
s26,EditIntegration,Skin,FC4,-0.38017894238432126
s26,EditIntegration,Skin,FC6,-0.027638201882477564
s26,EditIntegration,Skin,FT8,-0.07451488501725788
s26,EditIntegration,Skin,T7,-0.5817638828927901
s26,EditIntegration,Skin,C5,-0.6316728818386173
s26,EditIntegration,Skin,C3,-1.0688746327894523
s26,EditIntegration,Skin,C1,-1.1798704133626639
s26,EditIntegration,Skin,CZ,-0.8929508182755861
s26,EditIntegration,Skin,C2,-0.49760294443401953
s26,EditIntegration,Skin,C4,-0.2207479047745059
s26,EditIntegration,Skin,C6,0.19310185331777516
s26,EditIntegration,Skin,T8,-0.04598205588555281
s26,EditIntegration,Skin,M1,0.9248775904275606
s26,EditIntegration,Skin,TP7,0.6145906736996116
s26,EditIntegration,Skin,CP5,-0.6594271192686797
s26,EditIntegration,Skin,CP3,-0.888581763630928
s26,EditIntegration,Skin,CP1,-0.7604201306582038
s26,EditIntegration,Skin,CPZ,-0.4790387346220246
s26,EditIntegration,Skin,CP2,0.08462859020194402
s26,EditIntegration,Skin,CP4,0.6811348942871747
s26,EditIntegration,Skin,CP6,0.34706343660913824
s26,EditIntegration,Skin,TP8,0.842188379051052
s26,EditIntegration,Skin,M2,0.7039445618832789
s26,EditIntegration,Skin,P7,0.6116520090168789
s26,EditIntegration,Skin,P5,-0.15595837468263726
s26,EditIntegration,Skin,P3,-0.3802573364796831
s26,EditIntegration,Skin,P1,-0.3729860850605188
s26,EditIntegration,Skin,PZ,0.6525764846359512
s26,EditIntegration,Skin,P2,1.1783986536064288
s26,EditIntegration,Skin,P4,0.8335207303471653
s26,EditIntegration,Skin,P6,1.3806512924960894
s26,EditIntegration,Skin,P8,1.1121070007779317
s26,EditIntegration,Skin,PO7,0.8955626373816223
s26,EditIntegration,Skin,PO5,0.889576992890915
s26,EditIntegration,Skin,PO3,0.8479168097639326
s26,EditIntegration,Skin,POZ,1.2132161159628212
s26,EditIntegration,Skin,PO4,1.9148255487420411
s26,EditIntegration,Skin,PO6,1.6187434098226694
s26,EditIntegration,Skin,PO8,1.6623246409863661
s26,EditIntegration,Skin,CB1,1.7938329784735894
s26,EditIntegration,Skin,O1,1.3724058460007669
s26,EditIntegration,Skin,OZ,1.3906827379475168
s26,EditIntegration,Skin,O2,1.6462996448106673
s26,EditIntegration,Skin,CB2,2.3653754809265166
s26,EditIntegration,Surface,FP1,-1.0994124855997829
s26,EditIntegration,Surface,FPZ,-1.2436996004806067
s26,EditIntegration,Surface,FP2,-0.8553526162765587
s26,EditIntegration,Surface,AF3,-0.757429445701451
s26,EditIntegration,Surface,AF4,-0.8571758527894934
s26,EditIntegration,Surface,F7,-0.5995295491601772
s26,EditIntegration,Surface,F5,-1.007196338215294
s26,EditIntegration,Surface,F3,-0.7248300522816439
s26,EditIntegration,Surface,F1,-1.0566115871325192
s26,EditIntegration,Surface,FZ,-0.8507143870693894
s26,EditIntegration,Surface,F2,-0.6840315704667603
s26,EditIntegration,Surface,F4,-0.5139744113877913
s26,EditIntegration,Surface,F6,-0.48681390773801375
s26,EditIntegration,Surface,F8,-0.036593279952726654
s26,EditIntegration,Surface,FT7,-0.3115860225638344
s26,EditIntegration,Surface,FC5,-0.6206337913154661
s26,EditIntegration,Surface,FC3,-0.8430467841184441
s26,EditIntegration,Surface,FC1,-1.0493811626329617
s26,EditIntegration,Surface,FCZ,-0.5897626865078552
s26,EditIntegration,Surface,FC2,-0.6948672662595455
s26,EditIntegration,Surface,FC4,-0.45928210842275
s26,EditIntegration,Surface,FC6,0.04738314206731564
s26,EditIntegration,Surface,FT8,-0.24914691607957357
s26,EditIntegration,Surface,T7,-0.022181022732439937
s26,EditIntegration,Surface,C5,-0.3277441233201055
s26,EditIntegration,Surface,C3,-0.48291487074235057
s26,EditIntegration,Surface,C1,-0.6723638829663918
s26,EditIntegration,Surface,CZ,-0.45047948013170386
s26,EditIntegration,Surface,C2,-0.28198393083923745
s26,EditIntegration,Surface,C4,-0.20447812582637437
s26,EditIntegration,Surface,C6,-0.1708137597400618
s26,EditIntegration,Surface,T8,-0.10994194052634229
s26,EditIntegration,Surface,M1,0.7893188808089124
s26,EditIntegration,Surface,TP7,0.6880966739225352
s26,EditIntegration,Surface,CP5,0.01720840217815134
s26,EditIntegration,Surface,CP3,-0.24152370290735542
s26,EditIntegration,Surface,CP1,-0.2548759617290962
s26,EditIntegration,Surface,CPZ,-0.3755487439900777
s26,EditIntegration,Surface,CP2,-0.2091564267584466
s26,EditIntegration,Surface,CP4,0.347652341942097
s26,EditIntegration,Surface,CP6,0.1395387859655807
s26,EditIntegration,Surface,TP8,0.6504929945769845
s26,EditIntegration,Surface,M2,0.6549255432749523
s26,EditIntegration,Surface,P7,0.668915786366464
s26,EditIntegration,Surface,P5,0.3271169613126745
s26,EditIntegration,Surface,P3,-0.025392601770574535
s26,EditIntegration,Surface,P1,0.14599877175604886
s26,EditIntegration,Surface,PZ,0.32972627862709797
s26,EditIntegration,Surface,P2,0.7274538944393552
s26,EditIntegration,Surface,P4,0.32261222711387744
s26,EditIntegration,Surface,P6,0.7767272521248053
s26,EditIntegration,Surface,P8,0.6758747724376885
s26,EditIntegration,Surface,PO7,0.600615142966561
s26,EditIntegration,Surface,PO5,0.5678097041406436
s26,EditIntegration,Surface,PO3,0.532570425024577
s26,EditIntegration,Surface,POZ,0.8851576869225424
s26,EditIntegration,Surface,PO4,1.098976279846302
s26,EditIntegration,Surface,PO6,1.1305575865898203
s26,EditIntegration,Surface,PO8,1.1516792602896309
s26,EditIntegration,Surface,CB1,1.4138686735436496
s26,EditIntegration,Surface,O1,0.9935272203532803
s26,EditIntegration,Surface,OZ,1.119819834703446
s26,EditIntegration,Surface,O2,1.0600742694357685
s26,EditIntegration,Surface,CB2,1.556770894619404
s26,EditIntegration,Structural,FP1,-0.5518322668463449
s26,EditIntegration,Structural,FPZ,0.19682681199087537
s26,EditIntegration,Structural,FP2,-0.5318102042831444
s26,EditIntegration,Structural,AF3,-0.08569935864439526
s26,EditIntegration,Structural,AF4,-0.06178835666112176
s26,EditIntegration,Structural,F7,-0.5552987903771838
s26,EditIntegration,Structural,F5,0.1584969807148266
s26,EditIntegration,Structural,F3,0.11849674131623578
s26,EditIntegration,Structural,F1,0.10005807659777145
s26,EditIntegration,Structural,FZ,-0.09290310194083645
s26,EditIntegration,Structural,F2,-0.18913373311169707
s26,EditIntegration,Structural,F4,-0.19023384361929818
s26,EditIntegration,Structural,F6,-0.40330342877702535
s26,EditIntegration,Structural,F8,-0.8896328931953745
s26,EditIntegration,Structural,FT7,-0.6217807290904973
s26,EditIntegration,Structural,FC5,-0.22513135234703907
s26,EditIntegration,Structural,FC3,-0.19195175927466693
s26,EditIntegration,Structural,FC1,0.0993388301176886
s26,EditIntegration,Structural,FCZ,0.013725147793027553
s26,EditIntegration,Structural,FC2,0.000380913427656962
s26,EditIntegration,Structural,FC4,-0.193624610919712
s26,EditIntegration,Structural,FC6,-0.34460884495050687
s26,EditIntegration,Structural,FT8,-0.550294196279982
s26,EditIntegration,Structural,T7,-0.5009329434539611
s26,EditIntegration,Structural,C5,-0.41020670164727757
s26,EditIntegration,Structural,C3,0.1530260585673024
s26,EditIntegration,Structural,C1,0.1274180373190286
s26,EditIntegration,Structural,CZ,0.03813615990137292
s26,EditIntegration,Structural,C2,-0.01579703167048653
s26,EditIntegration,Structural,C4,-0.006582904498811701
s26,EditIntegration,Structural,C6,0.3046425831759019
s26,EditIntegration,Structural,T8,-0.139822827637675
s26,EditIntegration,Structural,M1,-0.677704784985228
s26,EditIntegration,Structural,TP7,-0.32612151213876733
s26,EditIntegration,Structural,CP5,-0.1429708864826051
s26,EditIntegration,Structural,CP3,-0.04224769164099343
s26,EditIntegration,Structural,CP1,0.35216774172836246
s26,EditIntegration,Structural,CPZ,0.3353128730629246
s26,EditIntegration,Structural,CP2,0.37459415424225984
s26,EditIntegration,Structural,CP4,0.5873128129844905
s26,EditIntegration,Structural,CP6,0.3555802317408181
s26,EditIntegration,Structural,TP8,0.05032409420861425
s26,EditIntegration,Structural,M2,-0.12574706260962254
s26,EditIntegration,Structural,P7,-0.359598976139298
s26,EditIntegration,Structural,P5,-0.28558489416431754
s26,EditIntegration,Structural,P3,0.10252319799804227
s26,EditIntegration,Structural,P1,0.5906647246169247
s26,EditIntegration,Structural,PZ,0.6602705023051122
s26,EditIntegration,Structural,P2,0.4266372969654561
s26,EditIntegration,Structural,P4,0.7674305431512666
s26,EditIntegration,Structural,P6,0.56003768913209
s26,EditIntegration,Structural,P8,0.6792131367690878
s26,EditIntegration,Structural,PO7,-0.3113892182523078
s26,EditIntegration,Structural,PO5,-0.2748667594685808
s26,EditIntegration,Structural,PO3,-0.26709038180977485
s26,EditIntegration,Structural,POZ,0.5920068538480148
s26,EditIntegration,Structural,PO4,0.7573947852249399
s26,EditIntegration,Structural,PO6,0.5898150603970747
s26,EditIntegration,Structural,PO8,0.5969737616421198
s26,EditIntegration,Structural,CB1,-0.1514593339757634
s26,EditIntegration,Structural,O1,-0.07839442714875794
s26,EditIntegration,Structural,OZ,0.4300407624345113
s26,EditIntegration,Structural,O2,0.253313488579254
s26,EditIntegration,Structural,CB2,-0.5766153549710051
s26,EditIntegration,Surface_minus_Structural,FP1,-0.547580218753438
s26,EditIntegration,Surface_minus_Structural,FPZ,-1.440526412471482
s26,EditIntegration,Surface_minus_Structural,FP2,-0.32354241199341427
s26,EditIntegration,Surface_minus_Structural,AF3,-0.6717300870570557
s26,EditIntegration,Surface_minus_Structural,AF4,-0.7953874961283716
s26,EditIntegration,Surface_minus_Structural,F7,-0.04423075878299343
s26,EditIntegration,Surface_minus_Structural,F5,-1.1656933189301206
s26,EditIntegration,Surface_minus_Structural,F3,-0.8433267935978797
s26,EditIntegration,Surface_minus_Structural,F1,-1.1566696637302907
s26,EditIntegration,Surface_minus_Structural,FZ,-0.757811285128553
s26,EditIntegration,Surface_minus_Structural,F2,-0.49489783735506326
s26,EditIntegration,Surface_minus_Structural,F4,-0.32374056776849314
s26,EditIntegration,Surface_minus_Structural,F6,-0.0835104789609884
s26,EditIntegration,Surface_minus_Structural,F8,0.8530396132426479
s26,EditIntegration,Surface_minus_Structural,FT7,0.3101947065266629
s26,EditIntegration,Surface_minus_Structural,FC5,-0.3955024389684271
s26,EditIntegration,Surface_minus_Structural,FC3,-0.6510950248437772
s26,EditIntegration,Surface_minus_Structural,FC1,-1.1487199927506502
s26,EditIntegration,Surface_minus_Structural,FCZ,-0.6034878343008828
s26,EditIntegration,Surface_minus_Structural,FC2,-0.6952481796872025
s26,EditIntegration,Surface_minus_Structural,FC4,-0.265657497503038
s26,EditIntegration,Surface_minus_Structural,FC6,0.3919919870178225
s26,EditIntegration,Surface_minus_Structural,FT8,0.30114728020040843
s26,EditIntegration,Surface_minus_Structural,T7,0.4787519207215212
s26,EditIntegration,Surface_minus_Structural,C5,0.08246257832717208
s26,EditIntegration,Surface_minus_Structural,C3,-0.635940929309653
s26,EditIntegration,Surface_minus_Structural,C1,-0.7997819202854204
s26,EditIntegration,Surface_minus_Structural,CZ,-0.4886156400330768
s26,EditIntegration,Surface_minus_Structural,C2,-0.26618689916875093
s26,EditIntegration,Surface_minus_Structural,C4,-0.19789522132756265
s26,EditIntegration,Surface_minus_Structural,C6,-0.4754563429159637
s26,EditIntegration,Surface_minus_Structural,T8,0.029880887111332716
s26,EditIntegration,Surface_minus_Structural,M1,1.4670236657941405
s26,EditIntegration,Surface_minus_Structural,TP7,1.0142181860613024
s26,EditIntegration,Surface_minus_Structural,CP5,0.16017928866075642
s26,EditIntegration,Surface_minus_Structural,CP3,-0.199276011266362
s26,EditIntegration,Surface_minus_Structural,CP1,-0.6070437034574587
s26,EditIntegration,Surface_minus_Structural,CPZ,-0.7108616170530023
s26,EditIntegration,Surface_minus_Structural,CP2,-0.5837505810007064
s26,EditIntegration,Surface_minus_Structural,CP4,-0.23966047104239346
s26,EditIntegration,Surface_minus_Structural,CP6,-0.2160414457752374
s26,EditIntegration,Surface_minus_Structural,TP8,0.6001689003683702
s26,EditIntegration,Surface_minus_Structural,M2,0.7806726058845749
s26,EditIntegration,Surface_minus_Structural,P7,1.028514762505762
s26,EditIntegration,Surface_minus_Structural,P5,0.6127018554769921
s26,EditIntegration,Surface_minus_Structural,P3,-0.1279157997686168
s26,EditIntegration,Surface_minus_Structural,P1,-0.4446659528608758
s26,EditIntegration,Surface_minus_Structural,PZ,-0.3305442236780142
s26,EditIntegration,Surface_minus_Structural,P2,0.30081659747389905
s26,EditIntegration,Surface_minus_Structural,P4,-0.44481831603738914
s26,EditIntegration,Surface_minus_Structural,P6,0.21668956299271536
s26,EditIntegration,Surface_minus_Structural,P8,-0.003338364331399335
s26,EditIntegration,Surface_minus_Structural,PO7,0.9120043612188689
s26,EditIntegration,Surface_minus_Structural,PO5,0.8426764636092243
s26,EditIntegration,Surface_minus_Structural,PO3,0.7996608068343518
s26,EditIntegration,Surface_minus_Structural,POZ,0.2931508330745276
s26,EditIntegration,Surface_minus_Structural,PO4,0.3415814946213622
s26,EditIntegration,Surface_minus_Structural,PO6,0.5407425261927457
s26,EditIntegration,Surface_minus_Structural,PO8,0.5547054986475111
s26,EditIntegration,Surface_minus_Structural,CB1,1.5653280075194131
s26,EditIntegration,Surface_minus_Structural,O1,1.0719216475020383
s26,EditIntegration,Surface_minus_Structural,OZ,0.6897790722689348
s26,EditIntegration,Surface_minus_Structural,O2,0.8067607808565145
s26,EditIntegration,Surface_minus_Structural,CB2,2.1333862495904095
s26,LPP,FSlim,FP1,-1.9093798160945155
s26,LPP,FSlim,FPZ,-0.8851097124352282
s26,LPP,FSlim,FP2,-1.3247923826712853
s26,LPP,FSlim,AF3,-0.6057790941253045
s26,LPP,FSlim,AF4,-0.5321202972656032
s26,LPP,FSlim,F7,-0.7782891457770356
s26,LPP,FSlim,F5,0.2003483164811648
s26,LPP,FSlim,F3,0.36376788732819165
s26,LPP,FSlim,F1,0.24880163799901314
s26,LPP,FSlim,FZ,-0.1376013280773296
s26,LPP,FSlim,F2,-0.004293741002352691
s26,LPP,FSlim,F4,-0.6036943599081949
s26,LPP,FSlim,F6,-0.9480789570705572
s26,LPP,FSlim,F8,-1.284576084275761
s26,LPP,FSlim,FT7,-0.6038818944627894
s26,LPP,FSlim,FC5,-0.19631528090556458
s26,LPP,FSlim,FC3,-0.38748657244313356
s26,LPP,FSlim,FC1,1.0671279090481423
s26,LPP,FSlim,FCZ,0.590561086520406
s26,LPP,FSlim,FC2,0.32942709281415744
s26,LPP,FSlim,FC4,-0.7377270069955069
s26,LPP,FSlim,FC6,-0.6337211726266214
s26,LPP,FSlim,FT8,-0.8367553315220897
s26,LPP,FSlim,T7,-0.5217133869151577
s26,LPP,FSlim,C5,-0.20429213955656786
s26,LPP,FSlim,C3,0.28127089104694103
s26,LPP,FSlim,C1,0.9806752308562992
s26,LPP,FSlim,CZ,0.43302101757219746
s26,LPP,FSlim,C2,0.24473683382114728
s26,LPP,FSlim,C4,-0.374396581496176
s26,LPP,FSlim,C6,-0.012869641789736402
s26,LPP,FSlim,T8,-0.44364452204935906
s26,LPP,FSlim,M1,-1.0788147827099188
s26,LPP,FSlim,TP7,-0.4188330697657858
s26,LPP,FSlim,CP5,0.198130569828331
s26,LPP,FSlim,CP3,0.0694286125188424
s26,LPP,FSlim,CP1,0.7962592489974993
s26,LPP,FSlim,CPZ,0.5672111076952981
s26,LPP,FSlim,CP2,0.4464974011933277
s26,LPP,FSlim,CP4,-0.32372232885341823
s26,LPP,FSlim,CP6,0.5371650658779041
s26,LPP,FSlim,TP8,-0.2799368131309743
s26,LPP,FSlim,M2,-1.0725843770379464
s26,LPP,FSlim,P7,-0.4230130006527073
s26,LPP,FSlim,P5,-0.24688641253916416
s26,LPP,FSlim,P3,0.23975895536012082
s26,LPP,FSlim,P1,1.3372933704392884
s26,LPP,FSlim,PZ,0.7173123631060021
s26,LPP,FSlim,P2,0.641258584026775
s26,LPP,FSlim,P4,0.47572107616045334
s26,LPP,FSlim,P6,0.6411737599427496
s26,LPP,FSlim,P8,1.2045838329019942
s26,LPP,FSlim,PO7,-0.5658726939195984
s26,LPP,FSlim,PO5,-0.48369585859513153
s26,LPP,FSlim,PO3,-0.4543032152491536
s26,LPP,FSlim,POZ,1.0529483804828172
s26,LPP,FSlim,PO4,1.042665506168112
s26,LPP,FSlim,PO6,1.3440176841593932
s26,LPP,FSlim,PO8,1.3484088598640307
s26,LPP,FSlim,CB1,0.5363376980168824
s26,LPP,FSlim,O1,0.23832107097297317
s26,LPP,FSlim,OZ,1.1155382000663856
s26,LPP,FSlim,O2,0.584873396885276
s26,LPP,FSlim,CB2,-0.5604630409738112
s26,LPP,Eye,FP1,-0.7818728478274256
s26,LPP,Eye,FPZ,-0.09498063220748226
s26,LPP,Eye,FP2,-1.573210273361171
s26,LPP,Eye,AF3,-0.6640140853845575
s26,LPP,Eye,AF4,-0.31076852253712106
s26,LPP,Eye,F7,-1.1524897429708867
s26,LPP,Eye,F5,-0.6785355065207421
s26,LPP,Eye,F3,-0.5536603738627184
s26,LPP,Eye,F1,-0.4210619726785082
s26,LPP,Eye,FZ,-0.20419928193300665
s26,LPP,Eye,F2,-0.577313036081129
s26,LPP,Eye,F4,-0.6094099131450589
s26,LPP,Eye,F6,-0.7490180942584197
s26,LPP,Eye,F8,-1.1155638726611317
s26,LPP,Eye,FT7,-0.8202576706235497
s26,LPP,Eye,FC5,-0.8698448386491484
s26,LPP,Eye,FC3,-0.7283934761818948
s26,LPP,Eye,FC1,-0.9666419462928595
s26,LPP,Eye,FCZ,-0.43998256323177254
s26,LPP,Eye,FC2,-0.8409666168510511
s26,LPP,Eye,FC4,-1.153140932564145
s26,LPP,Eye,FC6,-0.6500881118204347
s26,LPP,Eye,FT8,-0.26966297086387037
s26,LPP,Eye,T7,-0.35011225094248566
s26,LPP,Eye,C5,-0.8999963434166063
s26,LPP,Eye,C3,-0.6430128344107331
s26,LPP,Eye,C1,-0.7693808451758422
s26,LPP,Eye,CZ,-0.1980990020358187
s26,LPP,Eye,C2,-0.9372050613407523
s26,LPP,Eye,C4,-0.9512911786914966
s26,LPP,Eye,C6,-0.09425605055779171
s26,LPP,Eye,T8,-0.18770149773353262
s26,LPP,Eye,M1,0.011872378088713359
s26,LPP,Eye,TP7,0.3480878828057839
s26,LPP,Eye,CP5,-0.31601583112207904
s26,LPP,Eye,CP3,-0.3610546541298683
s26,LPP,Eye,CP1,0.09754298557068553
s26,LPP,Eye,CPZ,0.1961746963884059
s26,LPP,Eye,CP2,-0.30968513302033585
s26,LPP,Eye,CP4,0.38271715053137756
s26,LPP,Eye,CP6,-0.2393094348279449
s26,LPP,Eye,TP8,0.1834131326336449
s26,LPP,Eye,M2,0.46079919861614443
s26,LPP,Eye,P7,0.28920934299889584
s26,LPP,Eye,P5,0.2309317528228949
s26,LPP,Eye,P3,0.22828544155322156
s26,LPP,Eye,P1,0.7666150082852304
s26,LPP,Eye,PZ,1.5124754733953638
s26,LPP,Eye,P2,0.506906206539943
s26,LPP,Eye,P4,1.0701736345880672
s26,LPP,Eye,P6,0.7100628149366047
s26,LPP,Eye,P8,0.4917888289463203
s26,LPP,Eye,PO7,0.5445246949349101
s26,LPP,Eye,PO5,0.5702774914143861
s26,LPP,Eye,PO3,0.5653180212899458
s26,LPP,Eye,POZ,1.6760512850586555
s26,LPP,Eye,PO4,2.0523157001738794
s26,LPP,Eye,PO6,1.5510845985641968
s26,LPP,Eye,PO8,1.5865747497465685
s26,LPP,Eye,CB1,0.7770686687960947
s26,LPP,Eye,O1,1.1598896454777106
s26,LPP,Eye,OZ,1.8363648145477822
s26,LPP,Eye,O2,1.653821837662332
s26,LPP,Eye,CB2,1.0218500456315214
s26,LPP,Mouth,FP1,-2.876128511497984
s26,LPP,Mouth,FPZ,-2.5707221021002384
s26,LPP,Mouth,FP2,-2.1083755893509952
s26,LPP,Mouth,AF3,-1.2501408808400263
s26,LPP,Mouth,AF4,-1.9772142070114551
s26,LPP,Mouth,F7,-1.233640859956562
s26,LPP,Mouth,F5,-1.4510044445102601
s26,LPP,Mouth,F3,-0.9953761196636708
s26,LPP,Mouth,F1,-1.346654003541811
s26,LPP,Mouth,FZ,-1.502862264764274
s26,LPP,Mouth,F2,-1.0784362893482533
s26,LPP,Mouth,F4,-1.1795268104703416
s26,LPP,Mouth,F6,-1.3127050700445548
s26,LPP,Mouth,F8,-1.0971565948245392
s26,LPP,Mouth,FT7,-0.944481155108042
s26,LPP,Mouth,FC5,-0.712513256000785
s26,LPP,Mouth,FC3,-0.9918215095349749
s26,LPP,Mouth,FC1,-1.1142218839217262
s26,LPP,Mouth,FCZ,-0.5681327690234941
s26,LPP,Mouth,FC2,-0.9019497115161067
s26,LPP,Mouth,FC4,-1.1503170793178643
s26,LPP,Mouth,FC6,-0.4523130824836492
s26,LPP,Mouth,FT8,-0.9533659074135159
s26,LPP,Mouth,T7,-0.10545448325712298
s26,LPP,Mouth,C5,-0.6184037742967234
s26,LPP,Mouth,C3,-0.44152722399585287
s26,LPP,Mouth,C1,-0.2641765290520033
s26,LPP,Mouth,CZ,0.2517598758580295
s26,LPP,Mouth,C2,-0.03690626751508824
s26,LPP,Mouth,C4,-0.3522179516298819
s26,LPP,Mouth,C6,-0.8893016610015658
s26,LPP,Mouth,T8,-0.6513400585502774
s26,LPP,Mouth,M1,0.47549285197842306
s26,LPP,Mouth,TP7,0.7157131280287183
s26,LPP,Mouth,CP5,0.3605776843930318
s26,LPP,Mouth,CP3,0.052803336771399256
s26,LPP,Mouth,CP1,0.3593384943666148
s26,LPP,Mouth,CPZ,0.13864295955820813
s26,LPP,Mouth,CP2,-0.1244510652782048
s26,LPP,Mouth,CP4,0.24560689239063904
s26,LPP,Mouth,CP6,0.20173580431017513
s26,LPP,Mouth,TP8,1.0648896192044888
s26,LPP,Mouth,M2,1.4729048299750274
s26,LPP,Mouth,P7,0.6824099104824427
s26,LPP,Mouth,P5,0.87395965033151
s26,LPP,Mouth,P3,0.34971818162173096
s26,LPP,Mouth,P1,1.1325167487137953
s26,LPP,Mouth,PZ,0.431015281976677
s26,LPP,Mouth,P2,1.024223456645498
s26,LPP,Mouth,P4,0.6906032452529702
s26,LPP,Mouth,P6,1.0842047774123817
s26,LPP,Mouth,P8,1.686136031490735
s26,LPP,Mouth,PO7,0.5713982470175042
s26,LPP,Mouth,PO5,0.5270011521091041
s26,LPP,Mouth,PO3,0.5208218685028061
s26,LPP,Mouth,POZ,1.7231123518939286
s26,LPP,Mouth,PO4,1.6438280909813106
s26,LPP,Mouth,PO6,2.331830358521441
s26,LPP,Mouth,PO8,2.3406140986011374
s26,LPP,Mouth,CB1,1.823464197571698
s26,LPP,Mouth,O1,1.8413041348764865
s26,LPP,Mouth,OZ,2.5249772447282526
s26,LPP,Mouth,O2,1.985023869775818
s26,LPP,Mouth,CB2,2.125212535680832
s26,LPP,Skin,FP1,0.47162577936561
s26,LPP,Skin,FPZ,-0.45670706633273894
s26,LPP,Skin,FP2,0.3819855458217686
s26,LPP,Skin,AF3,0.021079536882066874
s26,LPP,Skin,AF4,0.14592005834219823
s26,LPP,Skin,F7,-0.2702018788681002
s26,LPP,Skin,F5,-0.5813033621947725
s26,LPP,Skin,F3,0.1480708706468544
s26,LPP,Skin,F1,0.2744138707848949
s26,LPP,Skin,FZ,0.4454998751199569
