subj,stage,contrast,channel,beta_uV
s6,P2_EPN,Skin,P7,0.7131677515439334
s6,P2_EPN,Skin,P5,0.39509112317399125
s6,P2_EPN,Skin,P3,0.11637695716691979
s6,P2_EPN,Skin,P1,-0.04676509471073595
s6,P2_EPN,Skin,PZ,0.041512968787227225
s6,P2_EPN,Skin,P2,-0.3033766651021813
s6,P2_EPN,Skin,P4,0.014807055809997596
s6,P2_EPN,Skin,P6,0.38020168271236054
s6,P2_EPN,Skin,P8,0.6569808576971707
s6,P2_EPN,Skin,PO7,0.8551188270516553
s6,P2_EPN,Skin,PO5,0.846684509095371
s6,P2_EPN,Skin,PO3,0.8076272052757572
s6,P2_EPN,Skin,POZ,0.384734322051014
s6,P2_EPN,Skin,PO4,0.43423344492251437
s6,P2_EPN,Skin,PO6,0.41487877692352726
s6,P2_EPN,Skin,PO8,0.39990069975853365
s6,P2_EPN,Skin,CB1,0.7717070256464478
s6,P2_EPN,Skin,O1,0.7898966056974341
s6,P2_EPN,Skin,OZ,0.5599558599351049
s6,P2_EPN,Skin,O2,0.39438470456193253
s6,P2_EPN,Skin,CB2,0.4238691149020236
s6,P2_EPN,Surface,FP1,-0.19926420719407242
s6,P2_EPN,Surface,FPZ,-0.21759483779143948
s6,P2_EPN,Surface,FP2,-0.18947267270397727
s6,P2_EPN,Surface,AF3,-0.07980873062935429
s6,P2_EPN,Surface,AF4,-0.020691628437765286
s6,P2_EPN,Surface,F7,-0.3425940766248259
s6,P2_EPN,Surface,F5,-0.34241303957786734
s6,P2_EPN,Surface,F3,-0.21127185802399218
s6,P2_EPN,Surface,F1,-0.027815178464270063
s6,P2_EPN,Surface,FZ,-0.2502251083828152
s6,P2_EPN,Surface,F2,-0.05331153261588112
s6,P2_EPN,Surface,F4,-0.049156063312556855
s6,P2_EPN,Surface,F6,-0.05110619326074728
s6,P2_EPN,Surface,F8,-0.06504704500518607
s6,P2_EPN,Surface,FT7,-0.36296166210545516
s6,P2_EPN,Surface,FC5,-0.24463180809080284
s6,P2_EPN,Surface,FC3,-0.22929349755865194
s6,P2_EPN,Surface,FC1,-0.20013248283876997
s6,P2_EPN,Surface,FCZ,-0.007681222604550994
s6,P2_EPN,Surface,FC2,0.24281226831788108
s6,P2_EPN,Surface,FC4,-0.05953492503230848
s6,P2_EPN,Surface,FC6,0.012643156244542552
s6,P2_EPN,Surface,FT8,0.2366840270537552
s6,P2_EPN,Surface,T7,-0.7778666590368243
s6,P2_EPN,Surface,C5,-0.3543457395480296
s6,P2_EPN,Surface,C3,-0.46955006338467253
s6,P2_EPN,Surface,C1,-0.18661406937158714
s6,P2_EPN,Surface,CZ,-0.04229103773529601
s6,P2_EPN,Surface,C2,-0.2230311748513752
s6,P2_EPN,Surface,C4,-0.10523348875283021
s6,P2_EPN,Surface,C6,0.25455698688486805
s6,P2_EPN,Surface,T8,0.23084932040572265
s6,P2_EPN,Surface,M1,-0.21890586599566106
s6,P2_EPN,Surface,TP7,-0.6316015277622243
s6,P2_EPN,Surface,CP5,-0.4738259884904975
s6,P2_EPN,Surface,CP3,-0.5224126078327962
s6,P2_EPN,Surface,CP1,-0.35014152512767016
s6,P2_EPN,Surface,CPZ,-0.21821322943794688
s6,P2_EPN,Surface,CP2,-0.19528610156656287
s6,P2_EPN,Surface,CP4,-0.21064288721175822
s6,P2_EPN,Surface,CP6,0.27381423134103017
s6,P2_EPN,Surface,TP8,0.40244217620586903
s6,P2_EPN,Surface,M2,0.2525663163537731
s6,P2_EPN,Surface,P7,0.05814256491742803
s6,P2_EPN,Surface,P5,0.1126558078288957
s6,P2_EPN,Surface,P3,-0.13721348176706488
s6,P2_EPN,Surface,P1,-0.1989845050754389
s6,P2_EPN,Surface,PZ,-0.09577398938556242
s6,P2_EPN,Surface,P2,-0.25069903394327725
s6,P2_EPN,Surface,P4,0.13330194893282915
s6,P2_EPN,Surface,P6,0.49513721780012243
s6,P2_EPN,Surface,P8,0.8295394305197696
s6,P2_EPN,Surface,PO7,0.4122253937770671
s6,P2_EPN,Surface,PO5,0.397550553744098
s6,P2_EPN,Surface,PO3,0.37841053456435025
s6,P2_EPN,Surface,POZ,0.27026224078414507
s6,P2_EPN,Surface,PO4,0.5345296479644261
s6,P2_EPN,Surface,PO6,0.5386217160491806
s6,P2_EPN,Surface,PO8,0.5027515201932617
s6,P2_EPN,Surface,CB1,0.37577592222292905
s6,P2_EPN,Surface,O1,0.36372661089892633
s6,P2_EPN,Surface,OZ,0.5428904201995963
s6,P2_EPN,Surface,O2,0.512610312860765
s6,P2_EPN,Surface,CB2,0.5021400858631531
s6,P2_EPN,Structural,FP1,-0.1086686362086652
s6,P2_EPN,Structural,FPZ,0.19514230149818335
s6,P2_EPN,Structural,FP2,0.39795897463973984
s6,P2_EPN,Structural,AF3,-0.11164319872531672
s6,P2_EPN,Structural,AF4,0.14923622090201458
s6,P2_EPN,Structural,F7,-0.26592015256777274
s6,P2_EPN,Structural,F5,-0.27276861882514014
s6,P2_EPN,Structural,F3,-0.5440614635286658
s6,P2_EPN,Structural,F1,-0.438027751198112
s6,P2_EPN,Structural,FZ,-0.32490731808821594
s6,P2_EPN,Structural,F2,-0.08224256834064422
s6,P2_EPN,Structural,F4,0.22144810475666976
s6,P2_EPN,Structural,F6,-0.0943419565301647
s6,P2_EPN,Structural,F8,-0.1325686695267384
s6,P2_EPN,Structural,FT7,-0.25646921507107096
s6,P2_EPN,Structural,FC5,-0.3777274089378966
s6,P2_EPN,Structural,FC3,-0.30423795653442975
s6,P2_EPN,Structural,FC1,-0.7909171800139976
s6,P2_EPN,Structural,FCZ,-0.26058331110106653
s6,P2_EPN,Structural,FC2,0.2031124382482415
s6,P2_EPN,Structural,FC4,-0.009438316205864494
s6,P2_EPN,Structural,FC6,0.03981235756615237
s6,P2_EPN,Structural,FT8,0.0209141036615986
s6,P2_EPN,Structural,T7,0.1495245938952489
s6,P2_EPN,Structural,C5,-0.04210889909112011
s6,P2_EPN,Structural,C3,-0.2763357134134512
s6,P2_EPN,Structural,C1,-0.15267181787196168
s6,P2_EPN,Structural,CZ,0.07733461043232193
s6,P2_EPN,Structural,C2,0.03549275370162222
s6,P2_EPN,Structural,C4,0.31224602872270635
s6,P2_EPN,Structural,C6,0.18690230896095777
s6,P2_EPN,Structural,T8,0.04265662021731692
s6,P2_EPN,Structural,M1,0.2229272724805421
s6,P2_EPN,Structural,TP7,-0.011138748018657774
s6,P2_EPN,Structural,CP5,-0.25912645207453366
s6,P2_EPN,Structural,CP3,-0.2557793686690286
s6,P2_EPN,Structural,CP1,-0.030600758571038
s6,P2_EPN,Structural,CPZ,0.113977689292586
s6,P2_EPN,Structural,CP2,0.3085761927946057
s6,P2_EPN,Structural,CP4,0.1943453541299342
s6,P2_EPN,Structural,CP6,0.1940493932941906
s6,P2_EPN,Structural,TP8,-0.05954970171824178
s6,P2_EPN,Structural,M2,0.24512144757677845
s6,P2_EPN,Structural,P7,-0.200461911066744
s6,P2_EPN,Structural,P5,-0.5627899771779787
s6,P2_EPN,Structural,P3,0.001573374713891712
s6,P2_EPN,Structural,P1,-0.03268474929442766
s6,P2_EPN,Structural,PZ,0.320309826632995
s6,P2_EPN,Structural,P2,0.35183203727711193
s6,P2_EPN,Structural,P4,-0.028684089780256987
s6,P2_EPN,Structural,P6,0.17660110597308012
s6,P2_EPN,Structural,P8,0.23600251761176447
s6,P2_EPN,Structural,PO7,0.030399558455126374
s6,P2_EPN,Structural,PO5,0.03191548467263863
s6,P2_EPN,Structural,PO3,0.08459130356026895
s6,P2_EPN,Structural,POZ,0.3262345712659522
s6,P2_EPN,Structural,PO4,0.19656372042004536
s6,P2_EPN,Structural,PO6,0.20385827453415292
s6,P2_EPN,Structural,PO8,0.21446810025461518
s6,P2_EPN,Structural,CB1,0.09216017998518346
s6,P2_EPN,Structural,O1,0.07950174798945897
s6,P2_EPN,Structural,OZ,0.23216430725401635
s6,P2_EPN,Structural,O2,0.18689561023958653
s6,P2_EPN,Structural,CB2,0.21060500481724467
s6,P2_EPN,Surface_minus_Structural,FP1,-0.09059557098540723
s6,P2_EPN,Surface_minus_Structural,FPZ,-0.41273713928962286
s6,P2_EPN,Surface_minus_Structural,FP2,-0.5874316473437171
s6,P2_EPN,Surface_minus_Structural,AF3,0.03183446809596244
s6,P2_EPN,Surface_minus_Structural,AF4,-0.16992784933977986
s6,P2_EPN,Surface_minus_Structural,F7,-0.07667392405705314
s6,P2_EPN,Surface_minus_Structural,F5,-0.0696444207527272
s6,P2_EPN,Surface_minus_Structural,F3,0.3327896055046736
s6,P2_EPN,Surface_minus_Structural,F1,0.41021257273384193
s6,P2_EPN,Surface_minus_Structural,FZ,0.07468220970540074
s6,P2_EPN,Surface_minus_Structural,F2,0.028931035724763104
s6,P2_EPN,Surface_minus_Structural,F4,-0.2706041680692266
s6,P2_EPN,Surface_minus_Structural,F6,0.043235763269417415
s6,P2_EPN,Surface_minus_Structural,F8,0.06752162452155233
s6,P2_EPN,Surface_minus_Structural,FT7,-0.10649244703438421
s6,P2_EPN,Surface_minus_Structural,FC5,0.13309560084709374
s6,P2_EPN,Surface_minus_Structural,FC3,0.07494445897577781
s6,P2_EPN,Surface_minus_Structural,FC1,0.5907846971752276
s6,P2_EPN,Surface_minus_Structural,FCZ,0.2529020884965155
s6,P2_EPN,Surface_minus_Structural,FC2,0.03969983006963959
s6,P2_EPN,Surface_minus_Structural,FC4,-0.050096608826443983
s6,P2_EPN,Surface_minus_Structural,FC6,-0.027169201321609816
s6,P2_EPN,Surface_minus_Structural,FT8,0.21576992339215662
s6,P2_EPN,Surface_minus_Structural,T7,-0.9273912529320731
s6,P2_EPN,Surface_minus_Structural,C5,-0.3122368404569095
s6,P2_EPN,Surface_minus_Structural,C3,-0.19321434997122133
s6,P2_EPN,Surface_minus_Structural,C1,-0.03394225149962546
s6,P2_EPN,Surface_minus_Structural,CZ,-0.11962564816761793
s6,P2_EPN,Surface_minus_Structural,C2,-0.25852392855299744
s6,P2_EPN,Surface_minus_Structural,C4,-0.4174795174755366
s6,P2_EPN,Surface_minus_Structural,C6,0.06765467792391028
s6,P2_EPN,Surface_minus_Structural,T8,0.18819270018840573
s6,P2_EPN,Surface_minus_Structural,M1,-0.44183313847620315
s6,P2_EPN,Surface_minus_Structural,TP7,-0.6204627797435666
s6,P2_EPN,Surface_minus_Structural,CP5,-0.21469953641596384
s6,P2_EPN,Surface_minus_Structural,CP3,-0.2666332391637676
s6,P2_EPN,Surface_minus_Structural,CP1,-0.31954076655663216
s6,P2_EPN,Surface_minus_Structural,CPZ,-0.33219091873053286
s6,P2_EPN,Surface_minus_Structural,CP2,-0.5038622943611686
s6,P2_EPN,Surface_minus_Structural,CP4,-0.4049882413416924
s6,P2_EPN,Surface_minus_Structural,CP6,0.07976483804683956
s6,P2_EPN,Surface_minus_Structural,TP8,0.4619918779241108
s6,P2_EPN,Surface_minus_Structural,M2,0.007444868776994629
s6,P2_EPN,Surface_minus_Structural,P7,0.258604475984172
s6,P2_EPN,Surface_minus_Structural,P5,0.6754457850068745
s6,P2_EPN,Surface_minus_Structural,P3,-0.1387868564809566
s6,P2_EPN,Surface_minus_Structural,P1,-0.16629975578101125
s6,P2_EPN,Surface_minus_Structural,PZ,-0.41608381601855743
s6,P2_EPN,Surface_minus_Structural,P2,-0.6025310712203892
s6,P2_EPN,Surface_minus_Structural,P4,0.16198603871308614
s6,P2_EPN,Surface_minus_Structural,P6,0.31853611182704233
s6,P2_EPN,Surface_minus_Structural,P8,0.5935369129080051
s6,P2_EPN,Surface_minus_Structural,PO7,0.3818258353219407
s6,P2_EPN,Surface_minus_Structural,PO5,0.3656350690714594
s6,P2_EPN,Surface_minus_Structural,PO3,0.2938192310040813
s6,P2_EPN,Surface_minus_Structural,POZ,-0.05597233048180711
s6,P2_EPN,Surface_minus_Structural,PO4,0.3379659275443808
s6,P2_EPN,Surface_minus_Structural,PO6,0.3347634415150277
s6,P2_EPN,Surface_minus_Structural,PO8,0.2882834199386466
s6,P2_EPN,Surface_minus_Structural,CB1,0.2836157422377456
s6,P2_EPN,Surface_minus_Structural,O1,0.28422486290946736
s6,P2_EPN,Surface_minus_Structural,OZ,0.31072611294557995
s6,P2_EPN,Surface_minus_Structural,O2,0.3257147026211784
s6,P2_EPN,Surface_minus_Structural,CB2,0.2915350810459084
s6,EditIntegration,FSlim,FP1,-0.7697285777761318
s6,EditIntegration,FSlim,FPZ,-0.6845941804822098
s6,EditIntegration,FSlim,FP2,-0.10350664915720909
s6,EditIntegration,FSlim,AF3,-0.7148457112012976
s6,EditIntegration,FSlim,AF4,-0.6884511942514511
s6,EditIntegration,FSlim,F7,-0.9099445009326165
s6,EditIntegration,FSlim,F5,-0.9184265990851153
s6,EditIntegration,FSlim,F3,-0.7776392868402955
s6,EditIntegration,FSlim,F1,-0.5283358674250279
s6,EditIntegration,FSlim,FZ,-0.37859809693303037
s6,EditIntegration,FSlim,F2,-0.3470865445842793
s6,EditIntegration,FSlim,F4,-0.2496848649102848
s6,EditIntegration,FSlim,F6,-0.8655619392130628
s6,EditIntegration,FSlim,F8,-0.8938629834764926
s6,EditIntegration,FSlim,FT7,-0.9429989370922071
s6,EditIntegration,FSlim,FC5,-0.6078068637940331
s6,EditIntegration,FSlim,FC3,-0.10405050242368927
s6,EditIntegration,FSlim,FC1,-0.39004560092593066
s6,EditIntegration,FSlim,FCZ,0.3587115824302836
s6,EditIntegration,FSlim,FC2,0.5601035342529053
s6,EditIntegration,FSlim,FC4,-0.1320893046368131
s6,EditIntegration,FSlim,FC6,-0.48798497593160767
s6,EditIntegration,FSlim,FT8,-0.7822272833696791
s6,EditIntegration,FSlim,T7,-0.2192512509006017
s6,EditIntegration,FSlim,C5,-0.08502256236928629
s6,EditIntegration,FSlim,C3,0.4568927530894884
s6,EditIntegration,FSlim,C1,0.7292030637607821
s6,EditIntegration,FSlim,CZ,0.8347558634872084
s6,EditIntegration,FSlim,C2,0.676024080353729
s6,EditIntegration,FSlim,C4,0.20003934415023839
s6,EditIntegration,FSlim,C6,-0.13884798837898357
s6,EditIntegration,FSlim,T8,-0.6757335383679294
s6,EditIntegration,FSlim,M1,-0.43705115848384296
s6,EditIntegration,FSlim,TP7,-0.443877431170821
s6,EditIntegration,FSlim,CP5,0.03751112625656883
s6,EditIntegration,FSlim,CP3,0.5098496777705631
s6,EditIntegration,FSlim,CP1,1.0584628224043218
s6,EditIntegration,FSlim,CPZ,1.127838480271024
s6,EditIntegration,FSlim,CP2,1.0324010669472756
s6,EditIntegration,FSlim,CP4,0.5011016098119423
s6,EditIntegration,FSlim,CP6,-0.08729540357813625
s6,EditIntegration,FSlim,TP8,-0.41204952378846277
s6,EditIntegration,FSlim,M2,-0.2998360830446665
s6,EditIntegration,FSlim,P7,-0.3582021539922674
s6,EditIntegration,FSlim,P5,-0.3665295717527183
s6,EditIntegration,FSlim,P3,0.48744498755535626
s6,EditIntegration,FSlim,P1,0.7473332401540899
s6,EditIntegration,FSlim,PZ,1.316621765199076
s6,EditIntegration,FSlim,P2,0.9826648504652733
s6,EditIntegration,FSlim,P4,0.015019710201287562
s6,EditIntegration,FSlim,P6,0.14678297332934534
s6,EditIntegration,FSlim,P8,-0.007483453894764458
s6,EditIntegration,FSlim,PO7,0.3541715480731672
s6,EditIntegration,FSlim,PO5,0.35895874035460795
s6,EditIntegration,FSlim,PO3,0.38834372897969416
s6,EditIntegration,FSlim,POZ,0.9643551026930637
s6,EditIntegration,FSlim,PO4,0.1745018792173139
s6,EditIntegration,FSlim,PO6,0.18873233851895857
s6,EditIntegration,FSlim,PO8,0.16485363452246227
s6,EditIntegration,FSlim,CB1,0.4386081900389567
s6,EditIntegration,FSlim,O1,0.39057325566099294
s6,EditIntegration,FSlim,OZ,0.2604726781608946
s6,EditIntegration,FSlim,O2,0.1653073122681553
s6,EditIntegration,FSlim,CB2,0.18101087207443667
s6,EditIntegration,Eye,FP1,0.6134933169998696
s6,EditIntegration,Eye,FPZ,0.9176813557898551
s6,EditIntegration,Eye,FP2,0.5664441311570081
s6,EditIntegration,Eye,AF3,0.94111538509649
s6,EditIntegration,Eye,AF4,1.1293339544489651
s6,EditIntegration,Eye,F7,0.3526740278927569
s6,EditIntegration,Eye,F5,0.38693016675755565
s6,EditIntegration,Eye,F3,0.030167117751243422
s6,EditIntegration,Eye,F1,-0.0312563047626801
s6,EditIntegration,Eye,FZ,-0.07571126742931694
s6,EditIntegration,Eye,F2,0.13301123009235338
s6,EditIntegration,Eye,F4,1.1127768732033794
s6,EditIntegration,Eye,F6,0.27335362426335574
s6,EditIntegration,Eye,F8,0.17730805611969314
s6,EditIntegration,Eye,FT7,0.4045426917145871
s6,EditIntegration,Eye,FC5,-0.1461424430395612
s6,EditIntegration,Eye,FC3,-0.1552869555064925
s6,EditIntegration,Eye,FC1,-1.1404278718722176
s6,EditIntegration,Eye,FCZ,-0.3810832497421832
s6,EditIntegration,Eye,FC2,-0.037112936721946654
s6,EditIntegration,Eye,FC4,-0.31819554500051894
s6,EditIntegration,Eye,FC6,0.12295441522401086
s6,EditIntegration,Eye,FT8,0.06740615088106644
s6,EditIntegration,Eye,T7,0.3108444674665345
s6,EditIntegration,Eye,C5,-0.037340621204640934
s6,EditIntegration,Eye,C3,-0.9673301973819683
s6,EditIntegration,Eye,C1,-0.729782778144549
s6,EditIntegration,Eye,CZ,-0.6347129485333982
s6,EditIntegration,Eye,C2,-0.8476052453434529
s6,EditIntegration,Eye,C4,-0.2111896845822066
s6,EditIntegration,Eye,C6,-0.20348462562206784
s6,EditIntegration,Eye,T8,0.047693836488613583
s6,EditIntegration,Eye,M1,0.8872868855653548
s6,EditIntegration,Eye,TP7,0.14427151638336794
s6,EditIntegration,Eye,CP5,-0.571172107209254
s6,EditIntegration,Eye,CP3,-1.014090458359153
s6,EditIntegration,Eye,CP1,-0.9991502576246946
s6,EditIntegration,Eye,CPZ,-0.929504738676178
s6,EditIntegration,Eye,CP2,-0.8019800588523684
s6,EditIntegration,Eye,CP4,-0.795948703477279
s6,EditIntegration,Eye,CP6,-0.21850670081632556
s6,EditIntegration,Eye,TP8,-0.1628432759961037
s6,EditIntegration,Eye,M2,0.7926621843374527
s6,EditIntegration,Eye,P7,0.33234144383580266
s6,EditIntegration,Eye,P5,-0.5086796791510478
s6,EditIntegration,Eye,P3,-0.11698782935724619
s6,EditIntegration,Eye,P1,-0.630029965680354
s6,EditIntegration,Eye,PZ,-0.8287510917189655
s6,EditIntegration,Eye,P2,-0.8326657944952559
s6,EditIntegration,Eye,P4,-1.0222771717574615
s6,EditIntegration,Eye,P6,0.3864607871849551
s6,EditIntegration,Eye,P8,0.3817777037576043
s6,EditIntegration,Eye,PO7,0.44697417817388313
s6,EditIntegration,Eye,PO5,0.44632664333246663
s6,EditIntegration,Eye,PO3,0.4756730751281324
s6,EditIntegration,Eye,POZ,-0.26303417179579724
s6,EditIntegration,Eye,PO4,0.4396421724341769
s6,EditIntegration,Eye,PO6,0.41734066186146307
s6,EditIntegration,Eye,PO8,0.44428876362392894
s6,EditIntegration,Eye,CB1,0.4549378891946253
s6,EditIntegration,Eye,O1,0.4795965826458547
s6,EditIntegration,Eye,OZ,0.5650174710621563
s6,EditIntegration,Eye,O2,0.4125819586383721
s6,EditIntegration,Eye,CB2,0.517373126947412
s6,EditIntegration,Mouth,FP1,0.004614186413991472
s6,EditIntegration,Mouth,FPZ,-0.25163555630223255
s6,EditIntegration,Mouth,FP2,-0.21366612470352397
s6,EditIntegration,Mouth,AF3,0.3488375020204972
s6,EditIntegration,Mouth,AF4,-0.18708027688090378
s6,EditIntegration,Mouth,F7,-0.2092649917817484
s6,EditIntegration,Mouth,F5,-0.20292102277984575
s6,EditIntegration,Mouth,F3,0.2711424340083399
s6,EditIntegration,Mouth,F1,0.4069116550775612
s6,EditIntegration,Mouth,FZ,-0.09940899888791754
s6,EditIntegration,Mouth,F2,-0.28247563148641297
s6,EditIntegration,Mouth,F4,0.09178150439795985
s6,EditIntegration,Mouth,F6,-0.2850748245768331
s6,EditIntegration,Mouth,F8,-0.3336162811306262
s6,EditIntegration,Mouth,FT7,-0.22948764208077654
s6,EditIntegration,Mouth,FC5,0.06291772026786041
s6,EditIntegration,Mouth,FC3,-0.09834171171147543
s6,EditIntegration,Mouth,FC1,0.2113680006701722
s6,EditIntegration,Mouth,FCZ,-0.015406778995837422
s6,EditIntegration,Mouth,FC2,0.3672604511932609
s6,EditIntegration,Mouth,FC4,-0.038693458518457124
s6,EditIntegration,Mouth,FC6,-0.34632354620785827
s6,EditIntegration,Mouth,FT8,-0.05259775155888492
s6,EditIntegration,Mouth,T7,-1.0180601915538616
s6,EditIntegration,Mouth,C5,-0.3822166004113479
s6,EditIntegration,Mouth,C3,0.05996378544588314
s6,EditIntegration,Mouth,C1,0.1884736005176394
s6,EditIntegration,Mouth,CZ,0.1684972710423894
s6,EditIntegration,Mouth,C2,-0.11150247961631739
s6,EditIntegration,Mouth,C4,-0.14783758414739362
s6,EditIntegration,Mouth,C6,0.06732685325829721
s6,EditIntegration,Mouth,T8,-0.0849283137706121
s6,EditIntegration,Mouth,M1,-0.5661208633449045
s6,EditIntegration,Mouth,TP7,-0.85998246697442
s6,EditIntegration,Mouth,CP5,-0.5670382136607688
s6,EditIntegration,Mouth,CP3,-0.38192453722078823
s6,EditIntegration,Mouth,CP1,0.017519480068641013
s6,EditIntegration,Mouth,CPZ,-0.047886524695356314
s6,EditIntegration,Mouth,CP2,0.147601111796412
s6,EditIntegration,Mouth,CP4,0.013106841764640331
s6,EditIntegration,Mouth,CP6,0.09794539214765975
s6,EditIntegration,Mouth,TP8,-0.15582958825012777
s6,EditIntegration,Mouth,M2,-0.40166812179104383
s6,EditIntegration,Mouth,P7,-0.6362117925265774
s6,EditIntegration,Mouth,P5,0.12543228969665632
s6,EditIntegration,Mouth,P3,0.07298371405997983
s6,EditIntegration,Mouth,P1,0.13866810612363922
s6,EditIntegration,Mouth,PZ,0.47454515778521167
s6,EditIntegration,Mouth,P2,0.2906462395134282
s6,EditIntegration,Mouth,P4,0.36591344965099404
s6,EditIntegration,Mouth,P6,0.3979559797114209
s6,EditIntegration,Mouth,P8,0.38710938824540264
s6,EditIntegration,Mouth,PO7,0.036303433250377826
s6,EditIntegration,Mouth,PO5,0.0316608589397388
s6,EditIntegration,Mouth,PO3,0.06673621119660816
s6,EditIntegration,Mouth,POZ,0.5801558659957946
s6,EditIntegration,Mouth,PO4,0.437628739552469
s6,EditIntegration,Mouth,PO6,0.4645979098944765
s6,EditIntegration,Mouth,PO8,0.4257487661579079
s6,EditIntegration,Mouth,CB1,0.09689212392437702
s6,EditIntegration,Mouth,O1,0.06399159029244489
s6,EditIntegration,Mouth,OZ,0.41337250512000057
s6,EditIntegration,Mouth,O2,0.42108482805328357
s6,EditIntegration,Mouth,CB2,0.39050776504921364
s6,EditIntegration,Skin,FP1,0.17299976669668582
s6,EditIntegration,Skin,FPZ,0.15818191376929508
s6,EditIntegration,Skin,FP2,-0.044702855297719224
s6,EditIntegration,Skin,AF3,0.0737807324285486
s6,EditIntegration,Skin,AF4,0.4997654494898968
s6,EditIntegration,Skin,F7,-0.4806641489751117
s6,EditIntegration,Skin,F5,-0.504516607583015
s6,EditIntegration,Skin,F3,-0.07654938938954123
s6,EditIntegration,Skin,F1,0.33152805835721766
s6,EditIntegration,Skin,FZ,0.040566909184210846
s6,EditIntegration,Skin,F2,0.36026280410006084
s6,EditIntegration,Skin,F4,0.2932157954845867
s6,EditIntegration,Skin,F6,-0.1322224161262427
s6,EditIntegration,Skin,F8,-0.1033679237798075
s6,EditIntegration,Skin,FT7,-0.5098264330415245
s6,EditIntegration,Skin,FC5,-0.11514557378488144
s6,EditIntegration,Skin,FC3,0.03522125512351182
s6,EditIntegration,Skin,FC1,-0.24486336287456906
s6,EditIntegration,Skin,FCZ,0.373802572497022
s6,EditIntegration,Skin,FC2,0.3628910858000805
s6,EditIntegration,Skin,FC4,-0.05642771151824902
s6,EditIntegration,Skin,FC6,-0.015009148761358268
s6,EditIntegration,Skin,FT8,-0.3151507893345277
s6,EditIntegration,Skin,T7,-0.6060753526112129
s6,EditIntegration,Skin,C5,0.07232480538174749
s6,EditIntegration,Skin,C3,-0.14766273812554565
s6,EditIntegration,Skin,C1,0.21362642134075838
s6,EditIntegration,Skin,CZ,0.323530775657108
s6,EditIntegration,Skin,C2,0.04848425573597148
s6,EditIntegration,Skin,C4,-0.10046687116433196
s6,EditIntegration,Skin,C6,-0.08880979629545277
s6,EditIntegration,Skin,T8,-0.353936682813899
s6,EditIntegration,Skin,M1,-0.6444459383358566
s6,EditIntegration,Skin,TP7,-0.41493152762406776
s6,EditIntegration,Skin,CP5,0.11067919113371191
s6,EditIntegration,Skin,CP3,0.24507095426156963
s6,EditIntegration,Skin,CP1,0.2233565904631965
s6,EditIntegration,Skin,CPZ,0.4896808758735828
s6,EditIntegration,Skin,CP2,0.20265473614673937
s6,EditIntegration,Skin,CP4,-0.12332602259623571
s6,EditIntegration,Skin,CP6,-0.07237582942220006
s6,EditIntegration,Skin,TP8,-0.26459011358113493
s6,EditIntegration,Skin,M2,-0.4542774541128016
s6,EditIntegration,Skin,P7,0.25054098948818837
s6,EditIntegration,Skin,P5,0.20089734102351847
s6,EditIntegration,Skin,P3,-0.009597792989887027
s6,EditIntegration,Skin,P1,-0.011762002755294737
s6,EditIntegration,Skin,PZ,0.3210919012932467
s6,EditIntegration,Skin,P2,-0.0697313743351813
s6,EditIntegration,Skin,P4,0.2674519810187107
s6,EditIntegration,Skin,P6,-0.13222051773071164
s6,EditIntegration,Skin,P8,-0.34735532508850137
s6,EditIntegration,Skin,PO7,0.3127094661838622
s6,EditIntegration,Skin,PO5,0.31387022009224397
s6,EditIntegration,Skin,PO3,0.2236903223443925
s6,EditIntegration,Skin,POZ,0.09416017663510708
s6,EditIntegration,Skin,PO4,-0.08217569737561142
s6,EditIntegration,Skin,PO6,-0.08900465767985305
s6,EditIntegration,Skin,PO8,-0.0980217854072754
s6,EditIntegration,Skin,CB1,0.15983341855528205
s6,EditIntegration,Skin,O1,0.17878496521082027
s6,EditIntegration,Skin,OZ,-0.019399508388941222
s6,EditIntegration,Skin,O2,-0.11128180198274554
s6,EditIntegration,Skin,CB2,-0.11475882448529728
s6,EditIntegration,Surface,FP1,0.08880697655533865
s6,EditIntegration,Surface,FPZ,-0.04672682126646874
s6,EditIntegration,Surface,FP2,-0.1291844900006216
s6,EditIntegration,Surface,AF3,0.2113091172245229
s6,EditIntegration,Surface,AF4,0.15634258630449652
s6,EditIntegration,Surface,F7,-0.3449645703784301
s6,EditIntegration,Surface,F5,-0.35371881518143033
s6,EditIntegration,Surface,F3,0.09729652230939935
s6,EditIntegration,Surface,F1,0.36921985671738944
s6,EditIntegration,Surface,FZ,-0.02942104485185335
s6,EditIntegration,Surface,F2,0.038893586306823935
s6,EditIntegration,Surface,F4,0.19249864994127328
s6,EditIntegration,Surface,F6,-0.2086486203515379
s6,EditIntegration,Surface,F8,-0.21849210245521683
s6,EditIntegration,Surface,FT7,-0.36965703756115054
s6,EditIntegration,Surface,FC5,-0.026113926758510514
s6,EditIntegration,Surface,FC3,-0.03156022829398181
s6,EditIntegration,Surface,FC1,-0.01674768110219843
s6,EditIntegration,Surface,FCZ,0.17919789675059228
s6,EditIntegration,Surface,FC2,0.36507576849667067
s6,EditIntegration,Surface,FC4,-0.04756058501835307
s6,EditIntegration,Surface,FC6,-0.18066634748460828
s6,EditIntegration,Surface,FT8,-0.18387427044670632
s6,EditIntegration,Surface,T7,-0.8120677720825373
s6,EditIntegration,Surface,C5,-0.1549458975148002
s6,EditIntegration,Surface,C3,-0.04384947633983125
