identity,picture_filename,cond_id,fslim,eye,mouth,skin,g_total,g_eye,g_mouth,g_contour,eye_ratio_change,mouth_ratio_change,face_ratio_change,G_new_raw,G_new,G_raw,G,difference_z,mean_z
M_2,M_2_ (12).jpg,12,1,1,0,0,0.013669250098011527,0.012969608904546723,0.014831315200063528,0.014415279110681349,0.19831519831519806,0.012942612942612897,0.006498336269328608,1.1705634108867504,0.9715324707852302,1.4927471911865513,2.427316763686381,-1.4557842929011509,1.6994246172358056
M_2,M_2_ (13).jpg,13,1,1,0,1,0.011352007670212806,0.012969608904546723,0.01345919923299979,0.01178497793898817,0.19831519831519806,0.00293040293040292,0.0018315377721959125,0.9878459664262108,0.4004179982691043,1.3277676034399777,1.7794931714864568,-1.3790751732173525,1.0899555848777807
M_2,M_2_ (14).jpg,14,0,1,1,0,0.006093546383951011,0.0035971223021582736,0.01079136690647482,0.00489859718194399,0.05009009009009002,0.04753157290470744,0.0020966401827907655,0.4798049428041513,-1.1875506933854414,0.7641736665636424,-0.4335651450985718,-0.7539855482868696,-0.8105579192420066
M_2,M_2_ (15).jpg,15,0,1,1,1,0.006793110960214442,0.0062303985883772565,0.010174198290453922,0.00453744837364933,0.07675675675675642,0.03260619977037882,0.0009110846462713207,0.5264251410218007,-1.0418313287550969,0.6704836967589128,-0.8014565528843376,-0.24037477587075928,-0.9216439408197172
M_2,M_2_ (16).jpg,16,1,1,1,0,0.012309833928034164,0.01079136690647482,0.01526129743568088,0.018099572224754,0.1723411723411723,0.017067307692307576,0.006688476917484643,1.121956274456366,0.8196025925794655,0.7991844642551936,-0.296088618237772,1.1156912108172374,0.2617569871708468
M_2,M_2_ (17).jpg,17,1,1,1,1,0.012118323810591258,0.01079136690647482,0.01526129743568088,0.017333531754982374,0.1120199146514933,0.048317307692307576,0.00454191881237731,1.0177174014053478,0.4937862526346251,0.8713803371375184,-0.0125978521893036,0.5063841048239287,0.24059420022266076
M_2,M_2_ (2).jpg,2,0,0,0,0,0.006591529738675563,0.005087099145226961,0.011375099497008559,0.003673521724089475,0.06342342342342322,0.061538461538461764,0.00045438022537258593,0.5154290131310216,-1.0762015980996773,0.6433967339674096,-0.9078186415345544,-0.16838295656512292,-0.9920101198171158
M_2,M_2_ (3).jpg,3,0,0,0,1,0.007257852557781805,0.008043409991006438,0.011375099497008559,0.003382502154734963,0.1463671463671461,0.061538461538461764,0.00045438022537258593,0.7135134808456686,-0.45705487882230733,0.6185263662423595,-1.0054768499168192,0.5484219710945119,-0.7312658643695633
M_2,M_2_ (4).jpg,4,1,0,0,0,0.01545115531376531,0.0062303985883772565,0.027863189541060554,0.018193942078628508,0.1120199146514933,0.03883984867591428,0.006688476917484643,1.0997685617849235,0.7502511201127692,1.0745281916238123,0.7851006669946338,-0.03484954688186459,0.7676758935537015
M_2,M_2_ (5).jpg,5,1,0,0,1,0.015370448465147174,0.008043409991006438,0.029000927152153053,0.01820705812905196,0.1463671463671461,0.004466501240694587,0.011883282112289728,1.255058152446328,1.2356351671569832,1.1975954168116707,1.268347430986691,-0.03271226382970771,1.251991299071837
M_2,M_2_ (6).jpg,6,0,0,1,0,0.006280101416712328,0.005087099145226961,0.01079136690647482,0.00415484046992057,0.03675675675675638,0.04753157290470744,0.00045438022537258593,0.4470485491469375,-1.2899363771405052,0.6711290903459401,-0.7989222927516655,-0.49101408438883976,-1.0444293349460854
M_2,M_2_ (7).jpg,7,0,0,1,1,0.007821398731298826,0.005087099145226961,0.012969608904546723,0.00518547688441518,0.06342342342342322,0.06289592760181018,0.0030054006335358263,0.6152275698727196,-0.7642642225541546,0.6652964976444491,-0.821825072467197,0.057560849913042444,-0.7930446475106758
M_2,M_2_ (8).jpg,8,1,0,1,0,0.011948146729638308,0.007194244604316547,0.01526129743568088,0.02024994573332884,0.12517780938833534,0.017067307692307576,0.0032301019130113184,0.9188703608063566,0.1848230027481878,0.7392490483369217,-0.5314363783486452,0.716259381096833,-0.1733066878002287
M_2,M_2_ (9).jpg,9,1,0,1,1,0.011078664914847589,0.0062303985883772565,0.01526129743568088,0.017735864490105255,0.07675675675675642,0.017067307692307576,0.001493671722679446,0.7463760979312388,-0.35433717566190565,0.758487338402734,-0.4558935893985169,0.10155641373661123,-0.4051153825302113
