analysis,excluded_participant,n_participants,participants,metric,cluster_start_ms,cluster_end_ms,cluster_mass_abs_t,joint_familywise_p,peak_time_ms,peak_t,n_permutations,cluster_forming_p,seed
LOPO_s22,s22,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,100.0,100.0,2.7574342327636927,0.6682331766823317,100.0,-2.7574342327636927,10000,0.05,20260938
LOPO_s22,s22,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,220.0,220.0,2.291287446264237,0.7782221777822218,220.0,-2.291287446264237,10000,0.05,20260938
LOPO_s22,s22,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,360.0,360.0,2.1908277828348197,0.8241175882411759,360.0,2.1908277828348197,10000,0.05,20260938
LOPO_s22,s22,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,420.0,560.0,20.57478053767315,0.0643935606439356,520.0,4.101073769110683,10000,0.05,20260938
LOPO_s22,s22,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,440.0,580.0,21.51792267197584,0.058194180581941805,580.0,-3.0851227490768243,10000,0.05,20260938
LOPO_s22,s22,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s23;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,660.0,660.0,2.2579384368053645,0.7938206179382061,660.0,-2.2579384368053645,10000,0.05,20260938
LOPO_s23,s23,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,100.0,100.0,2.731745854526056,0.6718328167183282,100.0,-2.731745854526056,10000,0.05,20260939
LOPO_s23,s23,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,220.0,220.0,2.16160054157589,0.8391160883911609,220.0,-2.16160054157589,10000,0.05,20260939
LOPO_s23,s23,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,360.0,360.0,2.266643681967554,0.788021197880212,360.0,2.266643681967554,10000,0.05,20260939
LOPO_s23,s23,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,420.0,580.0,22.783275499405896,0.0486951304869513,520.0,4.073006477650235,10000,0.05,20260939
LOPO_s23,s23,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,440.0,580.0,22.00556735748257,0.05269473052694731,580.0,-3.166762084688981,10000,0.05,20260939
LOPO_s23,s23,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s24;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,660.0,680.0,4.9067806211587985,0.5035496450354965,660.0,-2.5354791508157066,10000,0.05,20260939
LOPO_s24,s24,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,100.0,100.0,2.546962174196825,0.7143285671432856,100.0,-2.546962174196825,10000,0.05,20260940
LOPO_s24,s24,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,220.0,220.0,2.1166292724100386,0.8693130686931307,220.0,-2.1166292724100386,10000,0.05,20260940
LOPO_s24,s24,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,360.0,360.0,2.5274145374980614,0.7176282371762823,360.0,2.5274145374980614,10000,0.05,20260940
LOPO_s24,s24,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,420.0,580.0,24.704952126205267,0.0415958404159584,520.0,4.6121727721748424,10000,0.05,20260940
LOPO_s24,s24,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,440.0,580.0,21.44821092944849,0.057694230576942306,580.0,-2.9580669830249278,10000,0.05,20260940
LOPO_s24,s24,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s25;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,660.0,660.0,2.2887343529057365,0.7893210678932107,660.0,-2.2887343529057365,10000,0.05,20260940
LOPO_s25,s25,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,100.0,100.0,2.707165467111763,0.6775322467753224,100.0,-2.707165467111763,10000,0.05,20260941
LOPO_s25,s25,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,220.0,220.0,2.0616752930316324,0.893010698930107,220.0,-2.0616752930316324,10000,0.05,20260941
LOPO_s25,s25,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,360.0,360.0,2.3025154405779458,0.781021897810219,360.0,2.3025154405779458,10000,0.05,20260941
LOPO_s25,s25,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,420.0,580.0,23.865862580009363,0.0486951304869513,520.0,4.155951673792832,10000,0.05,20260941
LOPO_s25,s25,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,80.0,80.0,2.3177192311035024,0.7748225177482252,80.0,2.3177192311035024,10000,0.05,20260941
LOPO_s25,s25,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,440.0,580.0,23.189314006852932,0.051594840515948405,560.0,-3.2892986960796877,10000,0.05,20260941
LOPO_s25,s25,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,660.0,680.0,4.752361914914387,0.5415458454154585,660.0,-2.5874686195252843,10000,0.05,20260941
LOPO_s25,s25,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s26;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,980.0,980.0,2.07345950884149,0.8878112188781122,980.0,-2.07345950884149,10000,0.05,20260941
LOPO_s26,s26,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,100.0,100.0,2.5820116760221703,0.6917308269173083,100.0,-2.5820116760221703,10000,0.05,20260942
LOPO_s26,s26,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,360.0,360.0,2.4247114761732917,0.728027197280272,360.0,2.4247114761732917,10000,0.05,20260942
LOPO_s26,s26,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,420.0,540.0,18.309143199943872,0.0800919908009199,520.0,4.108426128725024,10000,0.05,20260942
LOPO_s26,s26,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,80.0,80.0,2.0708140512291444,0.8842115788421158,80.0,2.0708140512291444,10000,0.05,20260942
LOPO_s26,s26,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,380.0,380.0,2.126826066489977,0.8561143885611439,380.0,-2.126826066489977,10000,0.05,20260942
LOPO_s26,s26,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,420.0,580.0,27.031264184379488,0.029697030296970302,580.0,-3.430948336862478,10000,0.05,20260942
LOPO_s26,s26,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s27;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,660.0,660.0,2.480056671189693,0.7141285871412859,660.0,-2.480056671189693,10000,0.05,20260942
LOPO_s27,s27,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,100.0,100.0,2.6997073125571154,0.6775322467753224,100.0,-2.6997073125571154,10000,0.05,20260943
LOPO_s27,s27,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,220.0,220.0,2.083473334076696,0.8814118588141185,220.0,-2.083473334076696,10000,0.05,20260943
LOPO_s27,s27,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,360.0,360.0,2.6109490995119455,0.6906309369063094,360.0,2.6109490995119455,10000,0.05,20260943
LOPO_s27,s27,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s28;s29;s3;s30;s4;s6;s7;s8;s9,G,420.0,580.0,24.440296654193297,0.042195780421957804,520.0,4.310337782789832,10000,0.05,20260943
LOPO_s27,s27,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,440.0,580.0,23.074262663144285,0.0481951804819518,560.0,-3.2783747493168764,10000,0.05,20260943
LOPO_s27,s27,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,660.0,680.0,4.3737572570894105,0.6214378562143785,660.0,-2.302239605391549,10000,0.05,20260943
LOPO_s27,s27,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s28;s29;s3;s30;s4;s6;s7;s8;s9,A,900.0,900.0,2.0792607796121727,0.8836116388361164,900.0,-2.0792607796121727,10000,0.05,20260943
LOPO_s28,s28,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s29;s3;s30;s4;s6;s7;s8;s9,G,100.0,100.0,2.5783431449164107,0.7062293770622937,100.0,-2.5783431449164107,10000,0.05,20260944
LOPO_s28,s28,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s29;s3;s30;s4;s6;s7;s8;s9,G,220.0,220.0,2.0828057038670886,0.8939106089391061,220.0,-2.0828057038670886,10000,0.05,20260944
LOPO_s28,s28,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s29;s3;s30;s4;s6;s7;s8;s9,G,360.0,360.0,2.3275663041708547,0.7807219278072193,360.0,2.3275663041708547,10000,0.05,20260944
LOPO_s28,s28,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s29;s3;s30;s4;s6;s7;s8;s9,G,420.0,580.0,24.326832833907595,0.0415958404159584,520.0,4.624308737017737,10000,0.05,20260944
LOPO_s28,s28,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s29;s3;s30;s4;s6;s7;s8;s9,A,440.0,580.0,21.481715843790553,0.057194280571942806,580.0,-3.015495213427953,10000,0.05,20260944
LOPO_s28,s28,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s29;s3;s30;s4;s6;s7;s8;s9,A,660.0,660.0,2.152584087806337,0.8612138786121388,660.0,-2.152584087806337,10000,0.05,20260944
LOPO_s29,s29,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s3;s30;s4;s6;s7;s8;s9,G,100.0,100.0,2.499584434339671,0.7288271172882712,100.0,-2.499584434339671,10000,0.05,20260945
LOPO_s29,s29,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s3;s30;s4;s6;s7;s8;s9,G,220.0,220.0,2.4791053036408974,0.7338266173382662,220.0,-2.4791053036408974,10000,0.05,20260945
LOPO_s29,s29,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s3;s30;s4;s6;s7;s8;s9,G,360.0,360.0,2.0846954023277937,0.8965103489651035,360.0,2.0846954023277937,10000,0.05,20260945
LOPO_s29,s29,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s3;s30;s4;s6;s7;s8;s9,G,440.0,540.0,15.797835891450147,0.0964903509649035,520.0,4.072798568289366,10000,0.05,20260945
LOPO_s29,s29,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s3;s30;s4;s6;s7;s8;s9,A,80.0,80.0,2.111626293999167,0.883011698830117,80.0,2.111626293999167,10000,0.05,20260945
LOPO_s29,s29,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s3;s30;s4;s6;s7;s8;s9,A,440.0,580.0,21.38139040865547,0.051294870512948704,580.0,-2.9540660266205108,10000,0.05,20260945
LOPO_s29,s29,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s3;s30;s4;s6;s7;s8;s9,A,660.0,660.0,2.088736574191886,0.8941105889411058,660.0,-2.088736574191886,10000,0.05,20260945
LOPO_s30,s30,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s4;s6;s7;s8;s9,G,40.0,40.0,2.0713273690517653,0.8852114788521148,40.0,-2.0713273690517653,10000,0.05,20260946
LOPO_s30,s30,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s4;s6;s7;s8;s9,G,100.0,100.0,2.965713195025373,0.6546345365463454,100.0,-2.965713195025373,10000,0.05,20260946
LOPO_s30,s30,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s4;s6;s7;s8;s9,G,360.0,360.0,2.1593647895974963,0.8421157884211579,360.0,2.1593647895974963,10000,0.05,20260946
LOPO_s30,s30,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s4;s6;s7;s8;s9,G,420.0,540.0,18.913576386503067,0.0796920307969203,520.0,4.2234439975503095,10000,0.05,20260946
LOPO_s30,s30,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s4;s6;s7;s8;s9,A,80.0,80.0,2.3160163490231156,0.7673232676732327,80.0,2.3160163490231156,10000,0.05,20260946
LOPO_s30,s30,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s4;s6;s7;s8;s9,A,440.0,580.0,21.224509049827212,0.06259374062593741,580.0,-3.0708849227064583,10000,0.05,20260946
LOPO_s30,s30,28,s1;s10;s11;s12;s13;s14;s15;s16;s17;s18;s19;s2;s20;s21;s22;s23;s24;s25;s26;s27;s28;s29;s3;s4;s6;s7;s8;s9,A,660.0,660.0,2.1098758441534744,0.8667133286671332,660.0,-2.1098758441534744,10000,0.05,20260946
