identity,picture_filename,cond_id,fslim,eye,mouth,skin,a2_chroma_js,a2_luminance,a2_texture,alignment_rmse,A2_raw,A2,A,G,I
M_1,M_1_ (4).jpg,4,1,0,0,0,0.0027277533226990587,2.127107867529162,0.013692386,2.644676960230484,0.13997915281824932,-0.8617209625700646,-0.3228675498007958,1.0189030360878202,0.209010736281283
M_1,M_1_ (5).jpg,5,1,0,0,1,0.41231753174492364,19.03505280035384,0.11282289,2.6010337569830777,1.9711493553486117,2.0260676293661826,0.6511813272104491,0.7907478379053559,0.2961490349177917
M_1,M_1_ (6).jpg,6,0,0,1,0,0.00015482046863142063,1.1434732128047642,0.006862345,1.753807599935599,0.07013197361152501,-0.9718712298763942,-1.3266554497954068,-1.0092194513868809,0.0719835469504523
M_1,M_1_ (7).jpg,7,0,0,1,1,0.4209359557461524,18.255542654945543,0.10632718,1.5932626192200992,1.931406382460273,1.9633922409408002,0.0949381795782135,-1.70473196817724,-0.5465326039692354
M_1,M_1_ (8).jpg,8,1,0,1,0,0.008040819440805421,3.4817824957151515,0.030048737,1.6854999429512312,0.2748434098404502,-0.6490375853774347,-0.4512385739723737,0.1169159403863835,0.3166426328130073
M_1,M_1_ (9).jpg,9,1,0,1,1,0.41189102283641044,19.413501409852387,0.11819169,1.1950850582271166,2.0090896092620736,2.0859000973012014,0.5086131046411806,-0.2116044842611213,-0.3463934835592061
M_2,M_2_ (10).jpg,10,0,1,0,0,0.0006114932954492236,0.061452912240667956,0.003298306,1.2489204052191891,0.019786542352680746,-1.051266887278694,-1.3122738094084758,-1.1952677030415486,0.3546772953257858
M_2,M_2_ (11).jpg,11,0,1,0,1,0.016028283854075405,16.165181435802367,0.08935816,1.3195963192133506,0.9801048429940163,0.4631724747137474,0.8921503424722173,-1.011541581670299,1.9955180859881936
M_2,M_2_ (12).jpg,12,1,1,0,0,0.0028083851325146143,0.09923718542808047,0.013118176,1.991075870395957,0.07498423985109699,-0.9642191180889094,0.209390639317113,2.427316763686381,1.2007745271954549
M_2,M_2_ (13).jpg,13,1,1,0,1,0.01671447498364794,15.397590361445765,0.098711684,1.565919862864401,1.005230905459978,0.5027967305307205,2.260184515720682,1.7794931714864568,2.2542143324603203
M_2,M_2_ (14).jpg,14,0,1,1,0,0.00010813637743846448,0.12868040208169873,0.0012463661,0.7995484197148254,0.010470901687991072,-1.0659578214151797,-1.360225073138993,-0.4335651450985718,0.0997653425167449
M_2,M_2_ (15).jpg,15,0,1,1,1,0.01502854033587098,15.718756683538885,0.08883443,1.428373035469544,0.9617725305887627,0.43426208585172404,0.9110833781656612,-0.8014565528843376,2.277090813395983
M_2,M_2_ (16).jpg,16,1,1,1,0,0.00496361289750101,1.5338276181649633,0.0139129255,1.3497297438605362,0.12730792162069327,-0.8817037237833726,-0.6630286934113757,-0.296088618237772,1.760770410631436
M_2,M_2_ (17).jpg,17,1,1,1,1,0.018672366840903298,16.833464033649392,0.10179829,1.217248340689573,1.068800698592831,0.6030474462463487,1.5777228481225258,-0.0125978521893036,2.098443730880337
M_2,M_2_ (2).jpg,2,0,0,0,0,0.0007313324835921079,0.06508875739643827,0.0034881264,1.0018676713471228,0.02109582785506099,-1.0492021203159418,-1.3114052584278295,-0.9078186415345544,-0.3428520154229127
M_2,M_2_ (3).jpg,3,0,0,0,1,0.015200850649052067,15.79033292935054,0.08746673,1.5026857603554842,0.9573898614424984,0.42735053718993155,0.9518624650215504,-1.0054768499168192,0.5160859555539853
M_2,M_2_ (4).jpg,4,1,0,0,0,0.0045027653087611995,1.0039210094817008,0.0071657915,2.128931154774748,0.07598779009272146,-0.9626365011725827,-0.7126962839696784,0.7851006669946338,-0.3979319569745969
M_2,M_2_ (5).jpg,5,1,0,0,1,0.022681601097449405,17.07685178584157,0.10931991,3.0443111185035114,1.1222665843760389,0.687364116979174,1.4943915826031084,1.268347430986691,1.0692303600729811
M_2,M_2_ (6).jpg,6,0,0,1,0,7.769827207781775e-05,0.1333856134597795,0.0017124556,0.9179810375547826,0.012913605592368019,-1.062105633093859,-1.3622421343522022,-0.7989222927516655,-0.5336618038921994
M_2,M_2_ (7).jpg,7,0,0,1,1,0.01502599939344134,15.609111000213858,0.0882252,1.2829761249547809,0.9553189421439651,0.424084659929117,0.7826387586516108,-0.821825072467197,0.4309860249029461
M_2,M_2_ (8).jpg,8,1,0,1,0,0.004891568034338383,1.5527197547586695,0.014042714,1.1052829022178396,0.1284020315113037,-0.879978292659568,-0.5684386942323564,-0.5314363783486452,-0.6967865954042737
M_2,M_2_ (9).jpg,9,1,0,1,1,0.018088264354026613,16.71440792756826,0.098959714,0.9934865390025585,1.0496264644469682,0.5728093315429617,1.6248805884033342,-0.4558935893985169,0.8178292613931168
