model,subj,metric,time_ms,beta_uV
robust_A_AR,s9,I,260.0,-0.3095703199009932
robust_A_AR,s9,I,280.0,-0.26953385595124524
robust_A_AR,s9,I,300.0,-0.2596855585023883
robust_A_AR,s9,I,320.0,-0.11258391577099706
robust_A_AR,s9,I,340.0,-0.18490594033282817
robust_A_AR,s9,I,360.0,-0.24466668325868912
robust_A_AR,s9,I,380.0,-0.20463227455518665
robust_A_AR,s9,I,400.0,-0.2981639236064396
robust_A_AR,s9,I,420.0,-0.26010698104438584
robust_A_AR,s9,I,440.0,-0.07506444025106881
robust_A_AR,s9,I,460.0,-0.10723888432883712
robust_A_AR,s9,I,480.0,-0.1642041898945075
robust_A_AR,s9,I,500.0,0.0017005756680765483
robust_A_AR,s9,I,520.0,0.24293443747463592
robust_A_AR,s9,I,540.0,0.08960975690698479
robust_A_AR,s9,I,560.0,0.10337123285354297
robust_A_AR,s9,I,580.0,-0.05219036069827469
robust_A_AR,s9,I,600.0,0.22728910857871823
robust_A_AR,s9,I,620.0,0.14551981419885723
robust_A_AR,s9,I,640.0,0.11334232342565516
robust_A_AR,s9,I,660.0,0.0393179507975035
robust_A_AR,s9,I,680.0,-0.09929921318628912
robust_A_AR,s9,I,700.0,-0.13583486261333735
robust_A_AR,s9,I,720.0,-0.21161961839794216
robust_A_AR,s9,I,740.0,-0.38716048113503276
robust_A_AR,s9,I,760.0,-0.3444732279712625
robust_A_AR,s9,I,780.0,0.0291958218039972
robust_A_AR,s9,I,800.0,-0.12197782988275307
robust_A_AR,s9,I,820.0,-0.10591984856570402
robust_A_AR,s9,I,840.0,-0.05822454321405428
robust_A_AR,s9,I,860.0,-0.05894605307956635
robust_A_AR,s9,I,880.0,-0.11462895574705265
robust_A_AR,s9,I,900.0,-0.0799402866169645
robust_A_AR,s9,I,920.0,0.08586487538949925
robust_A_AR,s9,I,940.0,0.07740318197687034
robust_A_AR,s9,I,960.0,0.05097509895664527
robust_A_AR,s9,I,980.0,-0.05129091412894693
original_A,s10,G_new,0.0,0.2515159634539784
original_A,s10,G_new,20.0,0.07232763389105719
original_A,s10,G_new,40.0,-0.1855422062807796
original_A,s10,G_new,60.0,-0.166375660390909
original_A,s10,G_new,80.0,-0.006289518682926654
original_A,s10,G_new,100.0,-0.19022495867562195
original_A,s10,G_new,120.0,-0.19368604052772737
original_A,s10,G_new,140.0,-0.25984577690779387
original_A,s10,G_new,160.0,-0.2826994452911669
original_A,s10,G_new,180.0,-0.2695689553369931
original_A,s10,G_new,200.0,-0.24347104701623384
original_A,s10,G_new,220.0,-0.22300064334955186
original_A,s10,G_new,240.0,-0.24256792052546114
original_A,s10,G_new,260.0,-0.28947767815300873
original_A,s10,G_new,280.0,-0.14390340707966787
original_A,s10,G_new,300.0,0.060471403054691855
original_A,s10,G_new,320.0,0.09343338800045467
original_A,s10,G_new,340.0,-0.04327684818480956
original_A,s10,G_new,360.0,0.25533644649840403
original_A,s10,G_new,380.0,0.2507770877511974
original_A,s10,G_new,400.0,-0.31735220319617535
original_A,s10,G_new,420.0,-0.28543025947696976
original_A,s10,G_new,440.0,0.23879912644702303
original_A,s10,G_new,460.0,0.29025054238847625
original_A,s10,G_new,480.0,-0.17320423720460199
original_A,s10,G_new,500.0,-0.16830119641685273
original_A,s10,G_new,520.0,0.2744694879748645
original_A,s10,G_new,540.0,0.17377276352550874
original_A,s10,G_new,560.0,-0.218214161594109
original_A,s10,G_new,580.0,-0.038574074377147716
original_A,s10,G_new,600.0,0.19486045083633025
original_A,s10,G_new,620.0,-0.01833040185430604
original_A,s10,G_new,640.0,-0.27533708729127454
original_A,s10,G_new,660.0,-0.10087800288271348
original_A,s10,G_new,680.0,-0.026311385303631266
original_A,s10,G_new,700.0,-0.10200534463216626
original_A,s10,G_new,720.0,-0.050855405429154316
original_A,s10,G_new,740.0,-0.04586913494457357
original_A,s10,G_new,760.0,-0.1744530488422062
original_A,s10,G_new,780.0,-0.19719310427321102
original_A,s10,G_new,800.0,-0.10041560383121026
original_A,s10,G_new,820.0,-0.09416784695701773
original_A,s10,G_new,840.0,-0.21438429642142098
original_A,s10,G_new,860.0,-0.4788525170023563
original_A,s10,G_new,880.0,-0.30537526676524396
original_A,s10,G_new,900.0,-0.10877365493775551
original_A,s10,G_new,920.0,-0.23791441145330722
original_A,s10,G_new,940.0,-0.4277410622683466
original_A,s10,G_new,960.0,-0.353527773673081
original_A,s10,G_new,980.0,-0.24758445282446184
original_A,s10,A,0.0,-0.20601003330219986
original_A,s10,A,20.0,-0.19107883505270357
original_A,s10,A,40.0,-0.13519674884830635
original_A,s10,A,60.0,-0.060655071790195816
original_A,s10,A,80.0,0.004621730589338985
original_A,s10,A,100.0,0.028811051878146865
original_A,s10,A,120.0,-0.1316707160689119
original_A,s10,A,140.0,-0.198888161947668
original_A,s10,A,160.0,-0.15279678108444283
original_A,s10,A,180.0,-0.10012184904784932
original_A,s10,A,200.0,-0.14118618417189926
original_A,s10,A,220.0,-0.029100337541539664
original_A,s10,A,240.0,0.029572354774376988
original_A,s10,A,260.0,0.033613431311021805
original_A,s10,A,280.0,-0.04841517638501908
original_A,s10,A,300.0,-0.16521923661564253
original_A,s10,A,320.0,-0.18736283772452686
original_A,s10,A,340.0,-0.45378853978589107
original_A,s10,A,360.0,-0.388386333738789
original_A,s10,A,380.0,-0.38271996393060415
original_A,s10,A,400.0,-0.490455628405711
original_A,s10,A,420.0,-0.5953033384283545
original_A,s10,A,440.0,-0.5305828315515622
original_A,s10,A,460.0,-0.4777441360023643
original_A,s10,A,480.0,-0.5419270311488639
original_A,s10,A,500.0,-0.4216543397005724
original_A,s10,A,520.0,-0.215698572270287
original_A,s10,A,540.0,-0.39775925616507113
original_A,s10,A,560.0,-0.4719340043435719
original_A,s10,A,580.0,-0.21513859619899986
original_A,s10,A,600.0,0.0492995437115909
original_A,s10,A,620.0,0.21145902129055758
original_A,s10,A,640.0,-0.22707203403829795
original_A,s10,A,660.0,-0.4043649604052275
original_A,s10,A,680.0,-0.05322367703804891
original_A,s10,A,700.0,0.09610135472879175
original_A,s10,A,720.0,0.009267264563532562
original_A,s10,A,740.0,-0.1814568471931049
original_A,s10,A,760.0,-0.1587256516011249
original_A,s10,A,780.0,-0.030932969845040056
original_A,s10,A,800.0,-0.15688802983381825
original_A,s10,A,820.0,-0.3849275141707034
original_A,s10,A,840.0,-0.4076869396970797
original_A,s10,A,860.0,-0.3701853457056572
original_A,s10,A,880.0,-0.3153183086013335
original_A,s10,A,900.0,-0.40193818838659645
original_A,s10,A,920.0,-0.4182539892607687
original_A,s10,A,940.0,-0.17208704548731438
original_A,s10,A,960.0,-0.16410825210765018
original_A,s10,A,980.0,-0.23897266685908244
original_A,s10,I,0.0,-0.06176061352810766
original_A,s10,I,20.0,-0.021762038343754037
original_A,s10,I,40.0,0.27058886495636625
original_A,s10,I,60.0,0.2791877305431044
original_A,s10,I,80.0,0.03907877933993539
original_A,s10,I,100.0,-0.07207432735724059
original_A,s10,I,120.0,0.04117720263536745
original_A,s10,I,140.0,0.3375113442839961
original_A,s10,I,160.0,0.39818851666913
original_A,s10,I,180.0,0.1311869444167168
original_A,s10,I,200.0,0.08919821722038342
original_A,s10,I,220.0,0.304503507142533
original_A,s10,I,240.0,0.41036809732776103
original_A,s10,I,260.0,0.3954738388804865
original_A,s10,I,280.0,0.40403465956419093
original_A,s10,I,300.0,0.31604455288875777
original_A,s10,I,320.0,0.0280383566702882
original_A,s10,I,340.0,0.4624155197400749
original_A,s10,I,360.0,0.5315105085783302
original_A,s10,I,380.0,0.32215864148472195
original_A,s10,I,400.0,0.4394130816835066
original_A,s10,I,420.0,1.1915752398071708
original_A,s10,I,440.0,0.8142295913525337
original_A,s10,I,460.0,0.011482694001049454
original_A,s10,I,480.0,0.4468490014572024
original_A,s10,I,500.0,1.1084340021748305
original_A,s10,I,520.0,0.6747799497826603
original_A,s10,I,540.0,0.3438102044469455
original_A,s10,I,560.0,0.7276718888983398
original_A,s10,I,580.0,0.46361370728698836
original_A,s10,I,600.0,0.25678276499402225
original_A,s10,I,620.0,0.5423924737130941
original_A,s10,I,640.0,0.5945194976724361
original_A,s10,I,660.0,0.42321787162401087
original_A,s10,I,680.0,0.30953408839105134
original_A,s10,I,700.0,0.4477844920984554
original_A,s10,I,720.0,0.3626595270581191
original_A,s10,I,740.0,0.2367100852523584
original_A,s10,I,760.0,0.2613967215110308
original_A,s10,I,780.0,0.24057480139195203
original_A,s10,I,800.0,0.2929377558950136
original_A,s10,I,820.0,0.6598504882872163
original_A,s10,I,840.0,0.8778815111535097
original_A,s10,I,860.0,0.9475723194055724
original_A,s10,I,880.0,0.418059286510854
original_A,s10,I,900.0,0.258343701206306
original_A,s10,I,920.0,0.5928299825767254
original_A,s10,I,940.0,0.5733590365585294
original_A,s10,I,960.0,0.5106719987839335
original_A,s10,I,980.0,0.4154853933508563
A2,s10,G_new,0.0,0.18514846810811403
A2,s10,G_new,20.0,0.010521594980536765
A2,s10,G_new,40.0,-0.22620744891253666
A2,s10,G_new,60.0,-0.1926258362970204
A2,s10,G_new,80.0,-0.011158379385766939
A2,s10,G_new,100.0,-0.17833537755157997
A2,s10,G_new,120.0,-0.2267863649319697
A2,s10,G_new,140.0,-0.3183719861732565
A2,s10,G_new,160.0,-0.33921772264192107
A2,s10,G_new,180.0,-0.3119756317860356
A2,s10,G_new,200.0,-0.28755672925838816
A2,s10,G_new,220.0,-0.26055014632668166
A2,s10,G_new,240.0,-0.2657952363683042
A2,s10,G_new,260.0,-0.30253996864467175
A2,s10,G_new,280.0,-0.17326653736118675
A2,s10,G_new,300.0,0.011142132871033134
A2,s10,G_new,320.0,0.041071473367451955
A2,s10,G_new,340.0,-0.14630162486067266
A2,s10,G_new,360.0,0.1572962866736568
A2,s10,G_new,380.0,0.15497418494515924
A2,s10,G_new,400.0,-0.4415334544988609
A2,s10,G_new,420.0,-0.44697293644698693
A2,s10,G_new,440.0,0.09868045178230614
A2,s10,G_new,460.0,0.16906198297178723
A2,s10,G_new,480.0,-0.317819800211828
A2,s10,G_new,500.0,-0.30451992102270387
A2,s10,G_new,520.0,0.18076470484964677
A2,s10,G_new,540.0,0.05616181290751225
A2,s10,G_new,560.0,-0.35240334591981615
A2,s10,G_new,580.0,-0.14019249428478964
A2,s10,G_new,600.0,0.16089784964569753
A2,s10,G_new,620.0,0.00393467575105394
A2,s10,G_new,640.0,-0.34784263215184674
A2,s10,G_new,660.0,-0.22707169613971606
A2,s10,G_new,680.0,-0.058455958224617376
A2,s10,G_new,700.0,-0.08637041382613807
A2,s10,G_new,720.0,-0.06007965309055272
A2,s10,G_new,740.0,-0.09815713395767474
A2,s10,G_new,760.0,-0.21358069283446407
A2,s10,G_new,780.0,-0.195131195129903
A2,s10,G_new,800.0,-0.1264031349792744
A2,s10,G_new,820.0,-0.17169433664947067
A2,s10,G_new,840.0,-0.29432506920936236
A2,s10,G_new,860.0,-0.5514009961831391
A2,s10,G_new,880.0,-0.36940720697030816
A2,s10,G_new,900.0,-0.19236691484616691
A2,s10,G_new,920.0,-0.33119347202867455
A2,s10,G_new,940.0,-0.4752597430823974
A2,s10,G_new,960.0,-0.3918423975403667
A2,s10,G_new,980.0,-0.3114665863533639
A2,s10,A2,0.0,-0.34125027637409805
A2,s10,A2,20.0,-0.3186785255216776
A2,s10,A2,40.0,-0.19884264616474243
A2,s10,A2,60.0,-0.1587797779093399
A2,s10,A2,80.0,-0.04759197919758475
A2,s10,A2,100.0,0.07038693804755601
A2,s10,A2,120.0,-0.13713538132937453
A2,s10,A2,140.0,-0.28125146933421846
A2,s10,A2,160.0,-0.3164853122165687
A2,s10,A2,180.0,-0.2540658588728498
A2,s10,A2,200.0,-0.2217196201394131
A2,s10,A2,220.0,-0.29303548590969136
A2,s10,A2,240.0,-0.2356415093143281
A2,s10,A2,260.0,-0.15192856673042726
A2,s10,A2,280.0,-0.19982085322597132
A2,s10,A2,300.0,-0.23981554922834042
A2,s10,A2,320.0,-0.2408584934146228
A2,s10,A2,340.0,-0.3765839184963028
A2,s10,A2,360.0,-0.4080232371424722
A2,s10,A2,380.0,-0.395058602232193
A2,s10,A2,400.0,-0.5185187360934791
A2,s10,A2,420.0,-0.7233408031459525
A2,s10,A2,440.0,-0.611146218257621
A2,s10,A2,460.0,-0.5070420931575633
A2,s10,A2,480.0,-0.6372568172449496
A2,s10,A2,500.0,-0.7017614996568896
A2,s10,A2,520.0,-0.5677314489994514
A2,s10,A2,540.0,-0.567375970723522
A2,s10,A2,560.0,-0.6266556935325869
A2,s10,A2,580.0,-0.6371393015043798
A2,s10,A2,600.0,-0.35147695977989224
A2,s10,A2,620.0,-0.048218426425016704
A2,s10,A2,640.0,-0.3705147891799673
A2,s10,A2,660.0,-0.6344078535385849
A2,s10,A2,680.0,-0.2184948865243969
A2,s10,A2,700.0,0.0260205641264524
A2,s10,A2,720.0,-0.0907491892333983
A2,s10,A2,740.0,-0.24696671578052126
A2,s10,A2,760.0,-0.15858776460341126
A2,s10,A2,780.0,0.053273858209952465
A2,s10,A2,800.0,-0.04650340814797499
A2,s10,A2,820.0,-0.23371727937483028
A2,s10,A2,840.0,-0.2286829105721365
A2,s10,A2,860.0,-0.2073097026160034
A2,s10,A2,880.0,-0.1960157046498911
A2,s10,A2,900.0,-0.2669930470343331
A2,s10,A2,920.0,-0.33251164933712757
A2,s10,A2,940.0,-0.21623202782986067
A2,s10,A2,960.0,-0.14537049498072738
A2,s10,A2,980.0,-0.2819768047077492
A2,s10,I,0.0,-0.04810860525537705
A2,s10,I,20.0,-0.008050496410523703
A2,s10,I,40.0,0.26736268050300943
A2,s10,I,60.0,0.3115054487907457
A2,s10,I,80.0,0.0655863024285511
A2,s10,I,100.0,-0.08498239825024032
A2,s10,I,120.0,0.010603262455830154
A2,s10,I,140.0,0.3272973536000551
A2,s10,I,160.0,0.4390755180652545
A2,s10,I,180.0,0.1806367012435663
A2,s10,I,200.0,0.09265679547477909
A2,s10,I,220.0,0.4252578318026663
A2,s10,I,240.0,0.5465486570853132
A2,s10,I,260.0,0.49400640331128304
A2,s10,I,280.0,0.4653002708944608
A2,s10,I,300.0,0.31055705772652475
A2,s10,I,320.0,0.006722148324763699
A2,s10,I,340.0,0.3104350009757788
A2,s10,I,360.0,0.443034568227035
A2,s10,I,380.0,0.2315704477149284
A2,s10,I,400.0,0.3292702497381707
A2,s10,I,420.0,1.1034961403463792
A2,s10,I,440.0,0.719441297709081
A2,s10,I,460.0,-0.09485316685406861
A2,s10,I,480.0,0.35636476666686395
A2,s10,I,500.0,1.1379790643316448
A2,s10,I,520.0,0.7912046860124387
A2,s10,I,540.0,0.3257598780199187
A2,s10,I,560.0,0.6836749929645698
A2,s10,I,580.0,0.6141377492251074
A2,s10,I,600.0,0.4637349480590466
A2,s10,I,620.0,0.7217837795439679
A2,s10,I,640.0,0.606837648838905
A2,s10,I,660.0,0.4328277246308723
A2,s10,I,680.0,0.376315770335761
A2,s10,I,700.0,0.5060477936017013
A2,s10,I,720.0,0.4135397734480237
A2,s10,I,740.0,0.2227151567388101
A2,s10,I,760.0,0.22127653757111107
A2,s10,I,780.0,0.1919003737670456
A2,s10,I,800.0,0.19977442543944957
A2,s10,I,820.0,0.4893288602197542
A2,s10,I,840.0,0.6881273415890191
A2,s10,I,860.0,0.7751091119532239
A2,s10,I,880.0,0.2805889992142846
A2,s10,I,900.0,0.09142361057498535
A2,s10,I,920.0,0.44567267519645687
A2,s10,I,940.0,0.5513593322030159
A2,s10,I,960.0,0.4601663433083495
A2,s10,I,980.0,0.3760538951173813
robust_A_AR,s10,G_new,0.0,0.22706554658575082
robust_A_AR,s10,G_new,20.0,0.049660622719263206
robust_A_AR,s10,G_new,40.0,-0.20171923302115743
robust_A_AR,s10,G_new,60.0,-0.17327003341012767
robust_A_AR,s10,G_new,80.0,-0.0054524507028006625
robust_A_AR,s10,G_new,100.0,-0.1869238575653724
robust_A_AR,s10,G_new,120.0,-0.20973634470735655
robust_A_AR,s10,G_new,140.0,-0.28370266676100864
robust_A_AR,s10,G_new,160.0,-0.30050320349142723
robust_A_AR,s10,G_new,180.0,-0.28099125595020114
robust_A_AR,s10,G_new,200.0,-0.2602912715774228
robust_A_AR,s10,G_new,220.0,-0.22517578345810327
robust_A_AR,s10,G_new,240.0,-0.2375716226483382
robust_A_AR,s10,G_new,260.0,-0.2844039999819552
robust_A_AR,s10,G_new,280.0,-0.1490248533507879
robust_A_AR,s10,G_new,300.0,0.04068539819723344
robust_A_AR,s10,G_new,320.0,0.07083313877478026
robust_A_AR,s10,G_new,340.0,-0.09909400900649963
robust_A_AR,s10,G_new,360.0,0.20801157527966063
robust_A_AR,s10,G_new,380.0,0.2041060441700563
robust_A_AR,s10,G_new,400.0,-0.3770971624373561
robust_A_AR,s10,G_new,420.0,-0.35745647362961586
robust_A_AR,s10,G_new,440.0,0.1744282584958257
robust_A_AR,s10,G_new,460.0,0.23206428399351817
robust_A_AR,s10,G_new,480.0,-0.23888327270189402
robust_A_AR,s10,G_new,500.0,-0.21832823423466488
robust_A_AR,s10,G_new,520.0,0.24996817915714295
robust_A_AR,s10,G_new,540.0,0.1260866069178115
robust_A_AR,s10,G_new,560.0,-0.2750358870704754
robust_A_AR,s10,G_new,580.0,-0.06264159035892133
robust_A_AR,s10,G_new,600.0,0.20297370094891704
robust_A_AR,s10,G_new,620.0,0.008847898321324654
robust_A_AR,s10,G_new,640.0,-0.3023166320753347
robust_A_AR,s10,G_new,660.0,-0.14905522880053773
robust_A_AR,s10,G_new,680.0,-0.031947603324131955
robust_A_AR,s10,G_new,700.0,-0.0899040176095638
robust_A_AR,s10,G_new,720.0,-0.04920139931946582
robust_A_AR,s10,G_new,740.0,-0.06768543470577838
robust_A_AR,s10,G_new,760.0,-0.19383640036522262
robust_A_AR,s10,G_new,780.0,-0.20141023041813866
robust_A_AR,s10,G_new,800.0,-0.12015032723181748
robust_A_AR,s10,G_new,820.0,-0.14196260888995202
robust_A_AR,s10,G_new,840.0,-0.2651034589129378
robust_A_AR,s10,G_new,860.0,-0.5249079765216746
robust_A_AR,s10,G_new,880.0,-0.34450312718072396
robust_A_AR,s10,G_new,900.0,-0.15856071351982254
robust_A_AR,s10,G_new,920.0,-0.28943689339945256
robust_A_AR,s10,G_new,940.0,-0.4485247572573304
robust_A_AR,s10,G_new,960.0,-0.37366555544423985
robust_A_AR,s10,G_new,980.0,-0.27654177974715005
robust_A_AR,s10,AR,0.0,-0.28941755908267686
robust_A_AR,s10,AR,20.0,-0.2696754514371553
robust_A_AR,s10,AR,40.0,-0.17559605316819574
robust_A_AR,s10,AR,60.0,-0.11850940419849294
robust_A_AR,s10,AR,80.0,-0.0250573107997809
robust_A_AR,s10,AR,100.0,0.053417469928038544
robust_A_AR,s10,AR,120.0,-0.13873884899974387
robust_A_AR,s10,AR,140.0,-0.25188583051013724
robust_A_AR,s10,AR,160.0,-0.25085491283900674
robust_A_AR,s10,AR,180.0,-0.1910360193635244
robust_A_AR,s10,AR,200.0,-0.19140898882116159
robust_A_AR,s10,AR,220.0,-0.1806977734353791
robust_A_AR,s10,AR,240.0,-0.12099633141628696
robust_A_AR,s10,AR,260.0,-0.07133602099812415
robust_A_AR,s10,AR,280.0,-0.13632963963154324
robust_A_AR,s10,AR,300.0,-0.21277203909889636
robust_A_AR,s10,AR,320.0,-0.22352957839294016
robust_A_AR,s10,AR,340.0,-0.4233038200012305
robust_A_AR,s10,AR,360.0,-0.41124401529079047
robust_A_AR,s10,AR,380.0,-0.40123996150518854
robust_A_AR,s10,AR,400.0,-0.5211852454382958
robust_A_AR,s10,AR,420.0,-0.6862684426335596
robust_A_AR,s10,AR,440.0,-0.5924966957208609
robust_A_AR,s10,AR,460.0,-0.508797851074954
robust_A_AR,s10,AR,480.0,-0.6126136137605802
robust_A_AR,s10,AR,500.0,-0.5942557119973368
robust_A_AR,s10,AR,520.0,-0.42319997616431704
robust_A_AR,s10,AR,540.0,-0.5065466630024785
robust_A_AR,s10,AR,560.0,-0.5744390623262445
robust_A_AR,s10,AR,580.0,-0.4625796272343353
robust_A_AR,s10,AR,600.0,-0.17809326705950657
robust_A_AR,s10,AR,620.0,0.0695048969141975
robust_A_AR,s10,AR,640.0,-0.31579518550522
robust_A_AR,s10,AR,660.0,-0.5478578839364309
robust_A_AR,s10,AR,680.0,-0.1492004645704324
robust_A_AR,s10,AR,700.0,0.05896151082922624
robust_A_AR,s10,AR,720.0,-0.04757114148787441
robust_A_AR,s10,AR,740.0,-0.2243074658088665
robust_A_AR,s10,AR,760.0,-0.163405440187641
robust_A_AR,s10,AR,780.0,0.016227529565623046
robust_A_AR,s10,AR,800.0,-0.09855430231633609
robust_A_AR,s10,AR,820.0,-0.3101161020790457
robust_A_AR,s10,AR,840.0,-0.31768568877808706
robust_A_AR,s10,AR,860.0,-0.28827022340836395
robust_A_AR,s10,AR,880.0,-0.2566414796696255
robust_A_AR,s10,AR,900.0,-0.33692523017357745
robust_A_AR,s10,AR,920.0,-0.38182833666888755
robust_A_AR,s10,AR,940.0,-0.20245595007486933
robust_A_AR,s10,AR,960.0,-0.15832761107132745
robust_A_AR,s10,AR,980.0,-0.2706952753740165
robust_A_AR,s10,I,0.0,-0.017016750427457678
robust_A_AR,s10,I,20.0,0.020577817759505374
robust_A_AR,s10,I,40.0,0.29020727640638316
robust_A_AR,s10,I,60.0,0.3149929966795103
robust_A_AR,s10,I,80.0,0.05951926656566106
robust_A_AR,s10,I,100.0,-0.08712814954204715
robust_A_AR,s10,I,120.0,0.03834533512966498
robust_A_AR,s10,I,140.0,0.3619990413584241
robust_A_AR,s10,I,160.0,0.45597620487916046
robust_A_AR,s10,I,180.0,0.1871737544791954
robust_A_AR,s10,I,200.0,0.11514618868138979
robust_A_AR,s10,I,220.0,0.4058546984038094
robust_A_AR,s10,I,240.0,0.5144226688192001
robust_A_AR,s10,I,260.0,0.46875596387702645
robust_A_AR,s10,I,280.0,0.46098123504525745
robust_A_AR,s10,I,300.0,0.33878400867759345
robust_A_AR,s10,I,320.0,0.041754679271519796
robust_A_AR,s10,I,340.0,0.41537887271847024
robust_A_AR,s10,I,360.0,0.5245228720339613
robust_A_AR,s10,I,380.0,0.3125513475083308
robust_A_AR,s10,I,400.0,0.43185658832977725
robust_A_AR,s10,I,420.0,1.2188795869340519
robust_A_AR,s10,I,440.0,0.8255415271280406
robust_A_AR,s10,I,460.0,0.004883664017919037
robust_A_AR,s10,I,480.0,0.4634657553597148
robust_A_AR,s10,I,500.0,1.201295894608736
robust_A_AR,s10,I,520.0,0.8033069423962786
robust_A_AR,s10,I,540.0,0.394684321929196
robust_A_AR,s10,I,560.0,0.7699743559957233
robust_A_AR,s10,I,580.0,0.619319620501212
robust_A_AR,s10,I,600.0,0.4141977360114972
robust_A_AR,s10,I,620.0,0.6511400009188699
robust_A_AR,s10,I,640.0,0.64165487297841
robust_A_AR,s10,I,660.0,0.49729779319400613
robust_A_AR,s10,I,680.0,0.37168166139485564
robust_A_AR,s10,I,700.0,0.4786011717924107
robust_A_AR,s10,I,720.0,0.401829290391411
robust_A_AR,s10,I,740.0,0.255311859263195
robust_A_AR,s10,I,760.0,0.2553725292970028
robust_A_AR,s10,I,780.0,0.2067265253125033
robust_A_AR,s10,I,800.0,0.24419066440400128
robust_A_AR,s10,I,820.0,0.5866790246700042
robust_A_AR,s10,I,840.0,0.7930658229791478
robust_A_AR,s10,I,860.0,0.8704274994439629
robust_A_AR,s10,I,880.0,0.3598911392729535
robust_A_AR,s10,I,900.0,0.1908456186577186
robust_A_AR,s10,I,920.0,0.5438161174412085
robust_A_AR,s10,I,940.0,0.5840205349660118
robust_A_AR,s10,I,960.0,0.49722583501234896
robust_A_AR,s10,I,980.0,0.4231880859358995
original_A,s11,G_new,0.0,-0.13646470563670082
original_A,s11,G_new,20.0,-0.14858459569125895
original_A,s11,G_new,40.0,-0.3461310149176005
original_A,s11,G_new,60.0,-0.13548316385553644
original_A,s11,G_new,80.0,-0.16738609056863243
original_A,s11,G_new,100.0,-0.12254062990210626
original_A,s11,G_new,120.0,-0.3331538589360963
original_A,s11,G_new,140.0,-0.35161305384939895
original_A,s11,G_new,160.0,-0.2866168222565924
original_A,s11,G_new,180.0,-0.36244719628855304
original_A,s11,G_new,200.0,-0.42795157210525664
original_A,s11,G_new,220.0,-0.1734061796082601
original_A,s11,G_new,240.0,-0.28988098143775276
original_A,s11,G_new,260.0,-0.29808396866527714
original_A,s11,G_new,280.0,-0.40972968867869697
original_A,s11,G_new,300.0,-0.5484542334396703
original_A,s11,G_new,320.0,-0.4212671607419409
original_A,s11,G_new,340.0,-0.3035420944357249
original_A,s11,G_new,360.0,0.0068017859573056465
original_A,s11,G_new,380.0,-0.1571729561067594
original_A,s11,G_new,400.0,-0.32154112970876303
original_A,s11,G_new,420.0,0.01274142004515519
original_A,s11,G_new,440.0,0.009902649818622579
original_A,s11,G_new,460.0,-0.16328883687588694
original_A,s11,G_new,480.0,-0.08651930544029279
original_A,s11,G_new,500.0,0.10845316133092603
original_A,s11,G_new,520.0,0.09642094874580814
original_A,s11,G_new,540.0,-0.12418417027061918
original_A,s11,G_new,560.0,0.048701772377981414
original_A,s11,G_new,580.0,0.1976221136557181
original_A,s11,G_new,600.0,-0.07013191152976953
original_A,s11,G_new,620.0,-0.19937545809905202
original_A,s11,G_new,640.0,-0.26558027025358955
original_A,s11,G_new,660.0,-0.25604023522675645
original_A,s11,G_new,680.0,-0.33806795638655857
original_A,s11,G_new,700.0,-0.5037777100444347
original_A,s11,G_new,720.0,-0.4627386143343043
original_A,s11,G_new,740.0,-0.38441016610729056
original_A,s11,G_new,760.0,-0.25642156196336297
original_A,s11,G_new,780.0,-0.4218046610484921
original_A,s11,G_new,800.0,-0.46271813587149857
original_A,s11,G_new,820.0,-0.477522775058343
original_A,s11,G_new,840.0,-0.3345498590599554
original_A,s11,G_new,860.0,-0.3197046835285522
original_A,s11,G_new,880.0,-0.44839060929367197
original_A,s11,G_new,900.0,-0.27760276458260263
original_A,s11,G_new,920.0,0.03781891234131104
original_A,s11,G_new,940.0,-0.1867114026558021
original_A,s11,G_new,960.0,-0.2582333492601707
original_A,s11,G_new,980.0,-0.17280211924821
original_A,s11,A,0.0,0.001415101239598704
original_A,s11,A,20.0,0.03238358517291995
original_A,s11,A,40.0,0.2635251656631221
original_A,s11,A,60.0,0.2657076485858827
original_A,s11,A,80.0,0.3614376100207445
original_A,s11,A,100.0,0.4472445903103218
original_A,s11,A,120.0,0.597544617678173
original_A,s11,A,140.0,0.5286968217856285
original_A,s11,A,160.0,0.5176694056869792
original_A,s11,A,180.0,0.1293569552485765
original_A,s11,A,200.0,0.018901951583239138
original_A,s11,A,220.0,0.12644299084850125
original_A,s11,A,240.0,0.11149572018766697
original_A,s11,A,260.0,0.1669029278695961
original_A,s11,A,280.0,0.20850083107274225
original_A,s11,A,300.0,0.2073044794757738
original_A,s11,A,320.0,0.015951878189066782
original_A,s11,A,340.0,0.16214698309558703
original_A,s11,A,360.0,0.004857216538466297
original_A,s11,A,380.0,-0.09981972804246786
original_A,s11,A,400.0,0.004279236423134311
original_A,s11,A,420.0,-0.05727593757970442
original_A,s11,A,440.0,-0.14970676887863613
original_A,s11,A,460.0,-0.1627887911819222
original_A,s11,A,480.0,-0.167297610548503
original_A,s11,A,500.0,-0.14780862649819465
original_A,s11,A,520.0,-0.07227812536899256
original_A,s11,A,540.0,-0.07592110009054989
original_A,s11,A,560.0,-0.2533224624398264
original_A,s11,A,580.0,-0.20140958691671312
original_A,s11,A,600.0,-0.17134134534273768
original_A,s11,A,620.0,0.20699786483667992
original_A,s11,A,640.0,0.03926035805757973
original_A,s11,A,660.0,-0.3059457941683945
