identity,picture_filename,cond_id,fslim,eye,mouth,skin,g_total,g_eye,g_mouth,g_contour,eye_ratio_change,mouth_ratio_change,face_ratio_change,a_deltaE,a_luminance,a_contrast,a_texture,a_edge,a_one_minus_ssim,identity_cosine,identity_distance,G_raw,A_raw,I_raw,G,A,I
F_1,F_1_ (4).jpg,4,1,0,0,0,0.017852210601949515,0.0051425947722658,0.04146092454905956,0.018506956513494967,0.059979494190020244,0.12679303278688536,0.011142683174345414,2.930845565955048,2.9298347476552067,1.6080686190091669,0.0018002121008294405,0.0025160041685276177,0.02464848600175895,0.8754854273669647,0.12451457263303534,1.430891382485266,0.7584189247472558,0.12451457263303534,2.1844282176630254,0.00045026004124622157,0.6414844622296325
F_1,F_1_ (5).jpg,5,1,0,0,1,0.018545985758449155,0.006298366572977735,0.040492831729672885,0.017771830872729304,0.013157894736842035,0.07187499999999991,0.006275303643724639,12.762644760000498,12.054764773251236,3.475949205375329,0.0033166558033547603,0.00520577692502194,0.027802370512257535,0.8686138954328178,0.13138610456718225,1.0970879682076993,1.499853710151088,0.13138610456718225,0.8736859017222851,1.5005931573197029,0.8149507861957747
F_1,F_1_ (6).jpg,6,0,0,1,0,0.008259964842358166,0.0051425947722658,0.018895099718933207,0.0038595701059678544,0.03400546821599448,0.109375,0.00470194766869958,0.24788667336714237,0.24558059414889044,0.012149455751647054,0.0009030501679615678,0.0008895289732294143,0.0008253853584077042,0.9062264007213248,0.09377359927867523,0.8073303543182442,0.12943554008894395,0.09377359927867523,-0.2641022383807847,-1.2721700372211824,-0.13454680620163265
F_1,F_1_ (7).jpg,7,0,0,1,1,0.009369245124106019,0.006298366572977735,0.02088931871468374,0.003990928635784869,0.0749122807017546,0.16542658730158744,0.007259492425732872,15.801719232904826,15.230123930238136,1.9365057379983384,0.0023265440361756365,0.002044355464068691,0.008341733766336068,0.9023326458969101,0.09766735410308991,1.1545167958547313,0.9865521079893963,0.09766735410308991,1.099191068332833,0.4620314823031884,-0.03625208207175069
F_1,F_1_ (8).jpg,8,1,0,1,0,0.01080450976396691,0.006298366572977735,0.01149919149152138,0.020277886219102717,0.013157894736842035,0.03125,0.005865638319464184,2.3686694788662868,2.368224467972965,1.3983454582595343,0.0018252452881478737,0.0019127370212509605,0.020759812192299276,0.9080181272484211,0.09198187275157887,0.7632546054823991,0.6406213945201978,0.09198187275157887,-0.43717401246958715,-0.2378891485836353,-0.17977750834878256
F_1,F_1_ (9).jpg,9,1,0,1,1,0.010511221067550282,0.0051425947722658,0.01360602686099615,0.018153667864673373,0.03491228070175456,0.054315476190476275,0.004058146577831545,13.054941181344626,12.367727771679455,3.496635581519314,0.0032347396550923687,0.0045094490758596124,0.02634355251724474,0.8977572523855628,0.10224274761443719,0.8049484574271101,1.4404163212951255,0.10224274761443719,-0.2734552075652793,1.3803336571176923,0.07925006515220537
F_2,F_2_ (10).jpg,10,0,1,0,0,0.010378163708191002,0.003484320557491289,0.025840412847023216,0.0036531139621060207,0.011627906976744207,0.04352741661955939,0.0025839793281653423,0.13386745629395427,0.13087047769946025,0.05867537169268644,0.0016827793203223137,0.00020848100738022832,0.0007459451384898008,0.9495913659381459,0.05040863406185414,0.5653206181414617,0.12107959149117563,0.05040863406185414,-1.2143992949974451,-1.2890766043066997,-1.229260645440373
F_2,F_2_ (11).jpg,11,0,1,0,1,0.010874542662642254,0.003484320557491289,0.025604422398430433,0.005874620228503816,0.038358727612938015,0.06176814988290369,0.007418950957670645,15.712009456041335,14.256408102697634,2.0101440379450963,0.005811986982913657,6.999566026906316e-05,0.007274782280972003,0.9391349736177266,0.060865026382273424,0.8002217193584672,1.0070084309901302,0.060865026382273424,-0.2920156396577637,0.5034207025800204,-0.965297390207955
F_2,F_2_ (12).jpg,12,1,1,0,0,0.018796776689817035,0.0077911776219504875,0.03832752613240418,0.018615441332439607,0.08720930232558155,0.035469448584202645,0.005044912021656245,1.868860629537805,1.8668109883547288,0.8394883561770357,0.001942915372826064,0.0005524037025977889,0.008105735796282043,0.945308015176916,0.05469198482308402,1.202634152935332,0.3528021500138472,0.05469198482308402,1.2881329825228718,-0.8202330092255179,-1.1211308837032812
F_2,F_2_ (13).jpg,13,1,1,0,1,0.017590153655605175,0.004927573388059565,0.040333926490558274,0.016564307277659375,0.049852980486500886,0.01728763040238457,0.003025975792193658,13.79891879241509,12.226767281480278,3.036532539146144,0.00517225254097477,0.0012552239467194352,0.012516784245118373,0.9132034790102412,0.08679652098975876,0.9357599525435653,1.1322178440944366,0.08679652098975876,0.2402008987741227,0.7567565527971426,-0.310677563418666
F_2,F_2_ (14).jpg,14,0,1,1,0,0.006541177259199571,0.004927573388059565,0.012562896430188115,0.003746665830491039,0.027496580027359663,0.08196721311475397,0.0051679586563306845,0.07500661824992154,0.048494702023873515,0.08255974682673184,0.001424450739484905,0.00018220552783539817,0.0007087717247156178,0.963251239072042,0.03674876092795798,0.6685999785945466,0.10467157432635726,0.03674876092795798,-0.8088533289619124,-1.322274898873927,-1.574093209865471
F_2,F_2_ (15).jpg,15,0,1,1,1,0.009271696558956863,0.003484320557491289,0.015967162700194566,0.006079119039621042,0.038358727612938015,0.05658381808566881,0.007418950957670645,15.657066274866482,14.245549390820656,2.0412768826291767,0.005813779574575949,0.0010588285121341749,0.007286932782667566,0.9532978022605711,0.04670219773942885,0.7172660434797088,1.0795962068516485,0.04670219773942885,-0.6177568096726944,0.6502873434924613,-1.322826663910099
F_2,F_2_ (16).jpg,16,1,1,1,0,0.014016055930201238,0.0077911776219504875,0.018105060706294886,0.01760508896237146,0.08720930232558155,0.04153005464480852,0.00039439684482522885,1.8077386049743884,1.8062111801242224,0.879759698638054,0.0019274455360060215,5.986679637805768e-05,0.007646914179031072,0.9601178413838058,0.03988215861619415,0.9528841598848404,0.31274687473045154,0.03988215861619415,0.30744234157880435,-0.9012767340383364,-1.4949930930776392
